,NAME,TEAM,SALARY
55,"Kent Bazemore, SF",Sacramento Kings,"$19,269,662"
56,"Goran Dragic, PG",Miami Heat,"$19,217,900"
57,"Jeff Teague, PG",Atlanta Hawks,"$19,000,000"
58,"Evan Turner, G",Atlanta Hawks,"$18,606,556"
59,"Draymond Green, PF",Golden State Warriors,"$18,539,130"
60,"Tristan Thompson, C",Cleveland Cavaliers,"$18,539,130"
61,"Allen Crabbe, G",Minnesota Timberwolves,"$18,500,000"
62,"Julius Randle, PF",New York Knicks,"$18,000,000"
63,"Myles Turner, C",Indiana Pacers,"$18,000,000"
64,"Gary Harris, SG",Denver Nuggets,"$17,839,286"
65,"Derrick Favors, F",New Orleans Pelicans,"$17,650,000"
66,"Andre Iguodala, F",Miami Heat,"$17,185,185"
67,"Evan Fournier, SG",Orlando Magic,"$17,150,000"
68,"Bismack Biyombo, C",Charlotte Hornets,"$17,000,000"
69,"Bojan Bogdanovic, SF",Utah Jazz,"$17,000,000"
70,"Timofey Mozgov, C",Orlando Magic,"$16,720,000"
71,"Gorgui Dieng, C",Memphis Grizzlies,"$16,229,213"
72,"Ricky Rubio, PG",Phoenix Suns,"$16,200,000"
73,"Jonas Valanciunas, C",Memphis Grizzlies,"$16,000,000"
74,"Brandon Knight, PG",Detroit Pistons,"$15,643,750"
75,"Eric Bledsoe, SG",Milwaukee Bucks,"$15,625,000"
76,"Kelly Oubre Jr., SG",Phoenix Suns,"$15,625,000"
77,"Dennis Schroder, PG",Oklahoma City Thunder,"$15,500,000"
78,"Ian Mahinmi, C",Washington Wizards,"$15,450,051"
79,"James Johnson, PF",Minnesota Timberwolves,"$15,349,400"
80,"Bobby Portis, F",New York Knicks,"$15,000,000"
81,"Marcus Morris Sr., F",LA Clippers,"$15,000,000"
82,"Clint Capela, C",Houston Rockets,"$14,896,552"
83,"Luke Babbitt, F",Miami Heat,"$14,651,700"
84,"Danny Green, F",Los Angeles Lakers,"$14,634,146"
85,"Rudy Gay, SF",San Antonio Spurs,"$14,500,000"
86,"Cody Zeller, C",Charlotte Hornets,"$14,471,910"
87,"Eric Gordon, SG",Houston Rockets,"$14,057,730"
88,"Mason Plumlee, C",Denver Nuggets,"$14,041,096"
89,"Marcin Gortat, C",LA Clippers,"$13,565,218"
90,"JJ Redick, SG",New Orleans Pelicans,"$13,486,300"
91,"Jordan Clarkson, PG",Utah Jazz,"$13,437,500"
92,"Dewayne Dedmon, C",Atlanta Hawks,"$13,333,333"
93,"Jusuf Nurkic, C",Portland Trail Blazers,"$13,125,000"
94,"Justise Winslow, PF",Miami Heat,"$13,000,000"
95,"Thaddeus Young, F",Chicago Bulls,"$12,900,000"
96,"Will Barton, G",Denver Nuggets,"$12,776,786"
97,"Courtney Lee, G",Dallas Mavericks,"$12,759,670"
98,"Solomon Hill, SF",Miami Heat,"$12,758,781"
99,"Larry Nance Jr., PF",Cleveland Cavaliers,"$12,727,273"
100,"Kelly Olynyk, PF",Miami Heat,"$12,667,885"
101,"Marcus Smart, PG",Boston Celtics,"$12,553,571"
102,"Miles Plumlee, C",Memphis Grizzlies,"$12,500,000"
103,"Terrence Ross, G",Orlando Magic,"$12,500,000"
104,"Nikola Mirotic, F",Milwaukee Bucks,"$12,500,000"
105,"Patty Mills, PG",San Antonio Spurs,"$12,428,571"
106,"Tyreke Evans, G",Indiana Pacers,"$12,400,000"
107,"Patrick Beverley, PG",LA Clippers,"$12,345,680"
108,"Trevor Ariza, SF",Portland Trail Blazers,"$12,195,122"
109,"Brook Lopez, C",Milwaukee Bucks,"$12,093,023"
110,"Cory Joseph, PG",Sacramento Kings,"$12,000,000"
111,"Joe Ingles, SG",Utah Jazz,"$11,954,546"
112,"Zach Randolph, F",Dallas Mavericks,"$11,692,308"
113,"Tony Snell, SF",Detroit Pistons,"$11,392,857"
114,"Robert Covington, PF",Houston Rockets,"$11,301,219"
115,"Meyers Leonard, C",Miami Heat,"$11,286,516"
116,"Omer Asik, C",Chicago Bulls,"$11,286,516"
117,"Maurice Harkless, SF",New York Knicks,"$11,011,234"
118,"T.J. Warren, SF",Indiana Pacers,"$10,810,000"
119,"Andre Roberson, F",Oklahoma City Thunder,"$10,740,740"
120,"Spencer Dinwiddie, PG",Brooklyn Nets,"$10,605,600"
121,"Jeremy Lamb, SG",Indiana Pacers,"$10,500,000"
122,"Dwight Powell, C",Dallas Mavericks,"$10,259,375"
123,"Josh Richardson, SG",Philadelphia 76ers,"$10,116,576"
124,"Norman Powell, G",Toronto Raptors,"$10,116,576"
125,"Tomas Satoransky, SG",Chicago Bulls,"$10,000,000"
126,"Darren Collison, PG",Los Angeles Lakers,"$10,000,000"
127,"DeAndre Jordan, C",Brooklyn Nets,"$9,881,598"
128,"Zion Williamson, PF",New Orleans Pelicans,"$9,757,440"
129,"Markelle Fultz, PG",Orlando Magic,"$9,745,200"
130,"John Henson, F",Detroit Pistons,"$9,732,396"
131,"Matthew Dellavedova, PG",Cleveland Cavaliers,"$9,607,500"
132,"Dante Exum, G",Cleveland Cavaliers,"$9,600,000"
133,"Deandre Ayton, C",Phoenix Suns,"$9,562,920"
134,"Delon Wright, SG",Dallas Mavericks,"$9,473,684"
135,"Jerami Grant, SF",Denver Nuggets,"$9,346,153"
136,"Fred VanVleet, PG",Toronto Raptors,"$9,346,153"
137,"Tyus Jones, PG",Memphis Grizzlies,"$9,258,000"
138,"Al-Farouq Aminu, SF",Orlando Magic,"$9,258,000"
139,"George Hill, PG",Milwaukee Bucks,"$9,133,907"
140,"Kyle Anderson, SF",Memphis Grizzlies,"$9,073,050"
141,"Taj Gibson, F",New York Knicks,"$9,000,000"
142,"Ja Morant, PG",Memphis Grizzlies,"$8,730,240"
143,"Lonzo Ball, PG",New Orleans Pelicans,"$8,719,320"
144,"E'Twaun Moore, G",New Orleans Pelicans,"$8,664,928"
145,"Marvin Bagley III, PF",Sacramento Kings,"$8,556,120"
146,"Bogdan Bogdanovic, SG",Sacramento Kings,"$8,529,386"
147,"P.J. Tucker, PF",Houston Rockets,"$8,349,039"
148,"CJ Miles, G",Washington Wizards,"$8,333,333"
149,"Cristiano Felicio, PF",Chicago Bulls,"$8,156,500"
150,"Ben Simmons, PG",Philadelphia 76ers,"$8,113,930"
151,"Kentavious Caldwell-Pope, SG",Los Angeles Lakers,"$8,089,282"
152,"Thomas Bryant, C",Washington Wizards,"$8,000,000"
153,"Wayne Ellington, SG",New York Knicks,"$8,000,000"
154,"Maxi Kleber, PF",Dallas Mavericks,"$8,000,000"
155,"Lou Williams, SG",LA Clippers,"$8,000,000"
156,"RJ Barrett, SG",New York Knicks,"$7,839,960"
157,"Jayson Tatum, SF",Boston Celtics,"$7,830,000"
158,"Jae Crowder, PF",Miami Heat,"$7,815,533"
159,"Luka Doncic, PG",Dallas Mavericks,"$7,683,360"
160,"Joe Harris, SF",Brooklyn Nets,"$7,666,667"
161,"Darrell Arthur, F",Phoenix Suns,"$7,464,912"
162,"Seth Curry, SG",Dallas Mavericks,"$7,461,380"
163,"Langston Galloway, SG",Detroit Pistons,"$7,333,333"
164,"Doug McDermott, SF",Indiana Pacers,"$7,333,333"
165,"Derrick Rose, PG",Detroit Pistons,"$7,317,073"
166,"Brandon Ingram, SF",New Orleans Pelicans,"$7,265,485"
167,"D.J. Augustin, G",Orlando Magic,"$7,250,000"
168,"Lance Thomas, F",Brooklyn Nets,"$7,119,650"
169,"De'Andre Hunter, SF",Atlanta Hawks,"$7,068,360"
170,"Josh Jackson, SG",Memphis Grizzlies,"$7,059,480"
171,"Davis Bertans, SF",Washington Wizards,"$7,000,000"
172,"Darius Miller, SF",Oklahoma City Thunder,"$7,000,000"
173,"Ersan Ilyasova, PF",Milwaukee Bucks,"$7,000,000"
174,"Jaren Jackson Jr., PF",Memphis Grizzlies,"$6,927,480"
175,"Nemanja Bjelica, PF",Sacramento Kings,"$6,825,000"
176,"Jaylen Brown, SG",Boston Celtics,"$6,534,829"
177,"Jabari Parker, PF",Sacramento Kings,"$6,500,000"
178,"Ivica Zubac, C",LA Clippers,"$6,481,482"
179,"Darius Garland, PG",Cleveland Cavaliers,"$6,400,920"
180,"De'Aaron Fox, PG",Sacramento Kings,"$6,392,760"
181,"Milos Teodosic, G",LA Clippers,"$6,300,000"
182,"Trae Young, PG",Atlanta Hawks,"$6,273,000"
183,"Wesley Johnson, F",Washington Wizards,"$6,134,520"
184,"Ish Smith, PG",Washington Wizards,"$6,000,000"
185,"Montrezl Harrell, C",LA Clippers,"$6,000,000"
186,"Marco Belinelli, G",San Antonio Spurs,"$5,846,154"
187,"Jarrett Culver, G",Minnesota Timberwolves,"$5,813,640"
188,"Jonathan Isaac, PF",Orlando Magic,"$5,806,440"
189,"Rodney Hood, SG",Portland Trail Blazers,"$5,718,000"
190,"Jonathon Simmons, G",Washington Wizards,"$5,700,000"
191,"Mo Bamba, C",Orlando Magic,"$5,697,600"
192,"Trey Lyles, PF",San Antonio Spurs,"$5,500,000"
193,"Alex Abrines, G",Oklahoma City Thunder,"$5,455,236"
194,"Aron Baynes, C",Phoenix Suns,"$5,453,280"
195,"Jason Smith, F",New Orleans Pelicans,"$5,450,000"
196,"Kris Dunn, G",Chicago Bulls,"$5,348,007"
197,"Coby White, PG",Chicago Bulls,"$5,307,120"
198,"Lauri Markkanen, PF",Chicago Bulls,"$5,300,400"
199,"Alexis Ajinca, C",LA Clippers,"$5,285,394"
200,"Wendell Carter Jr., C",Chicago Bulls,"$5,201,400"
201,"Daniel Theis, C",Boston Celtics,"$5,000,000"
202,"Dirk Nowitzki, F",Dallas Mavericks,"$5,000,000"
203,"Kyle Singler, F",Oklahoma City Thunder,"$4,996,000"
204,"Jaxson Hayes, C",New Orleans Pelicans,"$4,862,040"
205,"Buddy Hield, SG",Sacramento Kings,"$4,861,208"
206,"Frank Ntilikina, PG",New York Knicks,"$4,855,800"
207,"Rodney McGruder, G",LA Clippers,"$4,807,693"
208,"Garrett Temple, SF",Brooklyn Nets,"$4,767,000"
209,"Richaun Holmes, F",Sacramento Kings,"$4,767,000"
210,"Robin Lopez, C",Milwaukee Bucks,"$4,767,000"
211,"Mike Scott, PF",Philadelphia 76ers,"$4,767,000"
212,"Avery Bradley, PG",Los Angeles Lakers,"$4,767,000"
213,"Frank Kaminsky, PF",Phoenix Suns,"$4,767,000"
214,"JaMychal Green, F",LA Clippers,"$4,767,000"
215,"Justin Holiday, SF",Indiana Pacers,"$4,767,000"
216,"Ed Davis, C",Utah Jazz,"$4,767,000"
217,"Enes Freedom, C",Boston Celtics,"$4,767,000"
218,"Collin Sexton, PG",Cleveland Cavaliers,"$4,764,960"
219,"Rui Hachimura, PF",Washington Wizards,"$4,469,160"
220,"Kevon Looney, F",Golden State Warriors,"$4,464,226"
221,"Dennis Smith Jr., PG",New York Knicks,"$4,463,640"
222,"Jamal Murray, PG",Denver Nuggets,"$4,444,746"
223,"Kevin Knox II, SF",New York Knicks,"$4,380,120"
224,"Luc Mbah a Moute, F",Houston Rockets,"$4,320,500"
225,"Cam Reddish, SF",Atlanta Hawks,"$4,245,720"
226,"Zach Collins, PF",Portland Trail Blazers,"$4,240,200"
227,"Mikal Bridges, SF",Phoenix Suns,"$4,161,000"
228,"Alex Len, C",Sacramento Kings,"$4,160,000"
229,"Nicolo Melli, PF",New Orleans Pelicans,"$4,102,564"
230,"Cameron Johnson, SF",Phoenix Suns,"$4,033,440"
231,"Malik Monk, SG",Charlotte Hornets,"$4,028,400"
232,"Patrick McCaw, SF",Toronto Raptors,"$4,000,000"
233,"JaVale McGee, C",Los Angeles Lakers,"$4,000,000"
234,"Dorian Finney-Smith, PF",Dallas Mavericks,"$4,000,000"
235,"Reggie Bullock Jr., SF",New York Knicks,"$4,000,000"
236,"Shai Gilgeous-Alexander, PG",Oklahoma City Thunder,"$3,952,920"
237,"P.J. Washington, PF",Charlotte Hornets,"$3,831,840"
238,"Luke Kennard, SG",Detroit Pistons,"$3,827,160"
239,"Miles Bridges, SF",Charlotte Hornets,"$3,755,400"
240,"Jakob Poeltl, C",San Antonio Spurs,"$3,754,886"
241,"Tyler Herro, PG",Miami Heat,"$3,640,200"
242,"Donovan Mitchell, SG",Utah Jazz,"$3,635,760"
243,"Stanley Johnson, SF",Toronto Raptors,"$3,623,000"
244,"Jake Layman, F",Minnesota Timberwolves,"$3,581,986"
245,"Thon Maker, F",Detroit Pistons,"$3,569,643"
246,"Jerome Robinson, SG",Washington Wizards,"$3,567,720"
247,"Allonzo Trier, G",New York Knicks,"$3,551,000"
248,"Danuel House Jr., SF",Houston Rockets,"$3,540,000"
249,"Domantas Sabonis, PF",Indiana Pacers,"$3,529,555"
250,"Michael Beasley, F",Brooklyn Nets,"$3,500,000"
251,"T.J. McConnell, PG",Indiana Pacers,"$3,500,000"
252,"Boban Marjanovic, C",Dallas Mavericks,"$3,500,000"
253,"DeMarcus Cousins, C",Denver Nuggets,"$3,500,000"
254,"Taurean Prince, PF",Brooklyn Nets,"$3,481,986"
255,"Dario Saric, PF",Phoenix Suns,"$3,481,986"
256,"Romeo Langford, SG",Boston Celtics,"$3,458,400"
257,"Bam Adebayo, C",Miami Heat,"$3,454,080"
258,"Michael Porter Jr., SF",Denver Nuggets,"$3,389,400"
259,"Denzel Valentine, G",Chicago Bulls,"$3,377,569"
260,"Juancho Hernangomez, PF",Minnesota Timberwolves,"$3,321,030"
261,"Sekou Doumbouya, SF",Detroit Pistons,"$3,285,120"
262,"Justin Jackson, F",Dallas Mavericks,"$3,280,920"
263,"Troy Brown Jr., SF",Washington Wizards,"$3,219,480"
264,"Yogi Ferrell, PG",Sacramento Kings,"$3,150,000"
265,"Zhaire Smith, SG",Philadelphia 76ers,"$3,058,800"
266,"Khem Birch, C",Orlando Magic,"$3,000,000"
267,"Quinn Cook, PG",Los Angeles Lakers,"$3,000,000"
268,"Ryan Arcidiacono, G",Chicago Bulls,"$3,000,000"
269,"Nickeil Alexander-Walker, SG",New Orleans Pelicans,"$2,964,840"
270,"D.J. Wilson, F",Milwaukee Bucks,"$2,961,120"
271,"Cedi Osman, SF",Cleveland Cavaliers,"$2,907,143"
272,"Donte DiVincenzo, SG",Milwaukee Bucks,"$2,905,800"
273,"Bryn Forbes, SG",San Antonio Spurs,"$2,875,000"
274,"Goga Bitadze, C",Indiana Pacers,"$2,816,760"
275,"T.J. Leaf, PF",Indiana Pacers,"$2,813,280"
276,"Alex Caruso, SG",Los Angeles Lakers,"$2,750,000"
277,"Malik Beasley, SG",Minnesota Timberwolves,"$2,731,714"
278,"Luka Samanic, F",San Antonio Spurs,"$2,689,920"
279,"Lonnie Walker IV, G",San Antonio Spurs,"$2,689,920"
280,"John Collins, PF",Atlanta Hawks,"$2,686,560"
281,"Kevin Huerter, SG",Atlanta Hawks,"$2,636,280"
282,"Caris LeVert, SG",Brooklyn Nets,"$2,625,718"
283,"Marko Guduric, G",Memphis Grizzlies,"$2,625,000"
284,"DeAndre' Bembry, SG",Atlanta Hawks,"$2,603,982"
285,"Matisse Thybulle, SG",Philadelphia 76ers,"$2,582,160"
286,"Harry Giles III, PF",Sacramento Kings,"$2,578,800"
287,"Rajon Rondo, PG",Los Angeles Lakers,"$2,564,753"
288,"Wesley Matthews, SG",Milwaukee Bucks,"$2,564,753"
289,"Nene Hilario, C",Atlanta Hawks,"$2,564,753"
290,"Josh Okogie, SF",Minnesota Timberwolves,"$2,530,680"
291,"Manu Ginobili, G",San Antonio Spurs,"$2,500,000"
292,"Rondae Hollis Jefferson, SF",Toronto Raptors,"$2,500,000"
293,"Brandon Clarke, PF",Memphis Grizzlies,"$2,478,840"
294,"Terrance Ferguson, SF",Oklahoma City Thunder,"$2,475,840"
295,"Emeka Okafor, C",Philadelphia 76ers,"$2,445,085"
296,"Kendrick Perkins, C",Cleveland Cavaliers,"$2,445,085"
297,"Grayson Allen, SG",Memphis Grizzlies,"$2,429,400"
298,"Grant Williams, PF",Boston Celtics,"$2,379,840"
299,"Jarrett Allen, C",Brooklyn Nets,"$2,376,840"
300,"Pascal Siakam, PF",Toronto Raptors,"$2,351,839"
301,"Skal Labissiere, C",Portland Trail Blazers,"$2,338,847"
302,"Chandler Hutchison, SF",Chicago Bulls,"$2,332,320"
303,"Aaron Holiday, G",Indiana Pacers,"$2,329,200"
304,"Dejounte Murray, SG",San Antonio Spurs,"$2,321,735"
305,"Damian Jones, C",Atlanta Hawks,"$2,305,057"
306,"Darius Bazley, F",Oklahoma City Thunder,"$2,284,800"
307,"OG Anunoby, SF",Toronto Raptors,"$2,281,800"
308,"Ante Zizic, C",Cleveland Cavaliers,"$2,281,800"
309,"Luke Kornet, C",Chicago Bulls,"$2,250,000"
310,"Brandon Jennings, G",Milwaukee Bucks,"$2,222,803"
311,"Ty Jerome, SG",Phoenix Suns,"$2,193,480"
312,"Willie Cauley-Stein, C",Dallas Mavericks,"$2,177,483"
313,"Anfernee Simons, SG",Portland Trail Blazers,"$2,149,560"
314,"Austin Rivers, SG",Houston Rockets,"$2,147,317"
315,"Nassir Little, SF",Portland Trail Blazers,"$2,105,520"
316,"Moritz Wagner, C",Washington Wizards,"$2,063,520"
317,"Sean Kilpatrick, G",Chicago Bulls,"$2,054,856"
318,"Dylan Windler, G",Atlanta Hawks,"$2,035,800"
319,"Caleb Swanigan, F",Portland Trail Blazers,"$2,033,160"
320,"Mike Muscala, C",Oklahoma City Thunder,"$2,028,594"
321,"Ben McLemore, SG",Houston Rockets,"$2,028,594"
322,"Edmond Sumner, PG",Indiana Pacers,"$2,000,000"
323,"Torrey Craig, SF",Denver Nuggets,"$2,000,000"
324,"Noah Vonleh, PF",Denver Nuggets,"$2,000,000"
325,"Landry Shamet, SG",LA Clippers,"$1,995,120"
326,"Mfiondu Kabengele, C",LA Clippers,"$1,977,000"
327,"Kyle Kuzma, SF",Los Angeles Lakers,"$1,974,600"
328,"Jordan Poole, SG",Golden State Warriors,"$1,964,760"
329,"Tony Bradley, C",Utah Jazz,"$1,962,360"
330,"Keldon Johnson, SF",San Antonio Spurs,"$1,950,600"
331,"Derrick White, PG",San Antonio Spurs,"$1,948,080"
332,"Robert Williams III, C",Boston Celtics,"$1,937,520"
333,"Jacob Evans, G",Minnesota Timberwolves,"$1,925,880"
334,"Omari Rasulala Spellman, F",Golden State Warriors,"$1,897,800"
335,"James Ennis III, F",Orlando Magic,"$1,882,867"
336,"Shabazz Napier, G",Washington Wizards,"$1,845,301"
337,"DeAndre Liggins, G",Miami Heat,"$1,795,015"
338,"Markieff Morris, PF",Los Angeles Lakers,"$1,750,000"
339,"Cameron Payne, PG",Phoenix Suns,"$1,737,145"
340,"Pat Connaughton, SG",Milwaukee Bucks,"$1,723,050"
341,"Jahlil Okafor, C",New Orleans Pelicans,"$1,702,486"
342,"Rodions Kurucs, SF",Brooklyn Nets,"$1,699,236"
343,"Jonah Bolden, PF",Phoenix Suns,"$1,698,450"
344,"Cheick Diallo, F",Phoenix Suns,"$1,678,854"
345,"Dragan Bender, F",Golden State Warriors,"$1,678,854"
346,"Willy Hernangomez, C",Charlotte Hornets,"$1,676,735"
347,"Julyan Stone, G",Chicago Bulls,"$1,656,092"
348,"MarShon Brooks, G",Chicago Bulls,"$1,656,092"
349,"Josh Hart, SG",New Orleans Pelicans,"$1,655,160"
350,"Treveon Graham, F",Atlanta Hawks,"$1,645,357"
351,"Christian Wood, F",Detroit Pistons,"$1,645,357"
352,"Jordan McRae, G",Detroit Pistons,"$1,645,357"
353,"Derrick Jones Jr., SF",Miami Heat,"$1,645,357"
354,"Georges Niang, SF",Utah Jazz,"$1,645,357"
355,"Shaquille Harrison, G",Chicago Bulls,"$1,620,564"
356,"Isaiah Taylor, G",Toronto Raptors,"$1,620,564"
357,"Trey Burke, PG",Dallas Mavericks,"$1,620,564"
358,"Tyler Lydon, F",Sacramento Kings,"$1,620,564"
359,"Emmanuel Mudiay, G",Utah Jazz,"$1,620,564"
360,"Nerlens Noel, C",Oklahoma City Thunder,"$1,620,564"
361,"Patrick Patterson, PF",LA Clippers,"$1,620,564"
362,"Isaiah Thomas, G",Washington Wizards,"$1,620,564"
363,"Kyle O'Quinn, C",Philadelphia 76ers,"$1,620,564"
364,"Michael Carter-Williams, G",Orlando Magic,"$1,620,564"
365,"Alec Burks, SG",Philadelphia 76ers,"$1,620,564"
366,"Wilson Chandler, F",Brooklyn Nets,"$1,620,564"
367,"Glenn Robinson III, F",Philadelphia 76ers,"$1,620,564"
368,"Kyle Korver, G",Milwaukee Bucks,"$1,620,564"
369,"Udonis Haslem, PF",Miami Heat,"$1,620,564"
370,"Jared Dudley, SF",Los Angeles Lakers,"$1,620,564"
371,"Dwight Howard, C",Los Angeles Lakers,"$1,620,564"
372,"Furkan Korkmaz, SG",Philadelphia 76ers,"$1,620,564"
373,"JaKarr Sampson, SF",Indiana Pacers,"$1,620,564"
374,"Justin Patton, C",Oklahoma City Thunder,"$1,620,564"
375,"Ryan Anderson, PF",Houston Rockets,"$1,620,564"
376,"Thabo Sefolosha, F",Houston Rockets,"$1,620,564"
377,"Gerald Green, G",Houston Rockets,"$1,620,564"
378,"Tyson Chandler, C",Houston Rockets,"$1,620,564"
379,"J.J. Barea, G",Dallas Mavericks,"$1,620,564"
380,"Jarell Martin, F",Cleveland Cavaliers,"$1,620,564"
381,"Raul Neto, PG",Philadelphia 76ers,"$1,620,564"
382,"Tim Frazier, PG",Detroit Pistons,"$1,620,564"
383,"Jordan Bell, F",Memphis Grizzlies,"$1,620,564"
384,"Joe Johnson, G",Boston Celtics,"$1,620,564"
385,"Vince Carter, G",Atlanta Hawks,"$1,620,564"
386,"Frank Jackson, G",New Orleans Pelicans,"$1,618,520"
387,"Abdel Nader, SF",Oklahoma City Thunder,"$1,618,520"
388,"Royce O'Neale, PF",Utah Jazz,"$1,618,520"
389,"Damyean Dotson, SG",New York Knicks,"$1,618,520"
390,"Sterling Brown, SF",Milwaukee Bucks,"$1,618,520"
391,"Semi Ojeleye, PF",Boston Celtics,"$1,618,520"
392,"Dillon Brooks, SF",Memphis Grizzlies,"$1,618,520"
393,"Wes Iwundu, F",Orlando Magic,"$1,618,420"
394,"Dwight Buycks, G",Detroit Pistons,"$1,600,520"
395,"Mitchell Robinson, C",New York Knicks,"$1,599,712"
396,"Chris Boucher, PF",Toronto Raptors,"$1,588,231"
397,"Malcolm Miller, F",Toronto Raptors,"$1,588,231"
398,"Monte Morris, PG",Denver Nuggets,"$1,588,231"
399,"Antonio Blakeney, G",Chicago Bulls,"$1,588,231"
400,"Tyrone Wallace, G",Atlanta Hawks,"$1,588,231"
401,"Malachi Richardson, G",Philadelphia 76ers,"$1,569,360"
402,"Georgios Papagiannis, C",Portland Trail Blazers,"$1,544,951"
403,"Chinanu Onuaku, C",Portland Trail Blazers,"$1,544,951"
404,"Wade Baldwin IV, G",Indiana Pacers,"$1,544,951"
405,"Isaiah Whitehead, G",Detroit Pistons,"$1,544,951"
406,"Paul Zipser, F",Chicago Bulls,"$1,544,951"
407,"Amile Jefferson, F",Orlando Magic,"$1,529,007"
408,"Omri Casspi, F",Memphis Grizzlies,"$1,512,601"
409,"Isaiah Canaan, G",Milwaukee Bucks,"$1,512,601"
410,"Dwyane Wade, G",Miami Heat,"$1,512,601"
411,"Nigel Williams-Goss, G",Utah Jazz,"$1,500,000"
412,"Isaiah Roby, PF",Oklahoma City Thunder,"$1,500,000"
413,"Alfonzo McKinnie, F",Cleveland Cavaliers,"$1,500,000"
414,"Shake Milton, SG",Philadelphia 76ers,"$1,455,697"
415,"Wenyen Gabriel, F",Portland Trail Blazers,"$1,445,697"
416,"Brad Wanamaker, PG",Boston Celtics,"$1,445,697"
417,"Thanasis Antetokounmpo, SF",Milwaukee Bucks,"$1,445,697"
418,"Derrick Walton Jr., G",Detroit Pistons,"$1,445,697"
419,"Theo Pinson, G",Brooklyn Nets,"$1,445,697"
420,"Iman Shumpert, G",Brooklyn Nets,"$1,419,138"
421,"Gary Trent Jr., SG",Portland Trail Blazers,"$1,416,852"
422,"Bruce Brown, SF",Detroit Pistons,"$1,416,852"
423,"Hamidou Diallo, G",Oklahoma City Thunder,"$1,416,852"
