,NAME,TEAM,SALARY
57,"Jrue Holiday, PG",New Orleans Pelicans,"$9,713,484"
58,"Paul Millsap, PF",Atlanta Hawks,"$9,500,000"
59,"DeMar DeRozan, SF",Toronto Raptors,"$9,500,000"
60,"Shawn Marion, SG",Dallas Mavericks,"$9,316,796"
61,"Steve Nash, PG",Los Angeles Lakers,"$9,300,500"
62,"Anderson Varejao, C",Cleveland Cavaliers,"$9,036,364"
63,"Thaddeus Young, F",Philadelphia 76ers,"$8,850,000"
64,"Kendrick Perkins, C",Oklahoma City Thunder,"$8,727,437"
65,"Jeff Green, PF",Boston Celtics,"$8,700,000"
66,"Mike Conley, PG",Memphis Grizzlies,"$8,600,001"
67,"Charlie Villanueva, PF",Detroit Pistons,"$8,580,000"
68,"Rodney Stuckey, PG",Detroit Pistons,"$8,500,000"
69,"Jeremy Lin, G",Houston Rockets,"$8,374,646"
70,"Omer Asik, C",Houston Rockets,"$8,374,646"
71,"Ryan Anderson, PF",New Orleans Pelicans,"$8,308,500"
72,"Marcus Thornton, SG",Brooklyn Nets,"$8,050,000"
73,"Jeff Teague, PG",Atlanta Hawks,"$8,000,000"
74,"O.J. Mayo, SG",Milwaukee Bucks,"$8,000,000"
75,"George Hill, PG",Indiana Pacers,"$8,000,000"
76,"Monta Ellis, SG",Dallas Mavericks,"$8,000,000"
77,"Ersan Ilyasova, PF",Milwaukee Bucks,"$7,900,000"
78,"Trevor Ariza, SF",Washington Wizards,"$7,727,280"
79,"Marcin Gortat, C",Washington Wizards,"$7,727,280"
80,"Brandon Jennings, G",Detroit Pistons,"$7,655,503"
81,"John Salmons, SF",Toronto Raptors,"$7,583,000"
82,"Taj Gibson, F",Chicago Bulls,"$7,550,000"
83,"Manu Ginobili, G",San Antonio Spurs,"$7,500,000"
84,"Arron Afflalo, G",Orlando Magic,"$7,500,000"
85,"Goran Dragic, PG",Phoenix Suns,"$7,500,000"
86,"Marvin Williams, F",Utah Jazz,"$7,500,000"
87,"John Wall, PG",Washington Wizards,"$7,459,925"
88,"Tayshaun Prince, SF",Memphis Grizzlies,"$7,235,955"
89,"Wesley Matthews, SG",Portland Trail Blazers,"$6,875,480"
90,"Jose Calderon, G",Dallas Mavericks,"$6,791,570"
91,"Kyle Korver, G",Atlanta Hawks,"$6,760,563"
92,"Evan Turner, G",Indiana Pacers,"$6,679,867"
93,"Kevin Martin, SG",Minnesota Timberwolves,"$6,500,000"
94,"Carl Landry, PF",Sacramento Kings,"$6,500,000"
95,"Amir Johnson, F",Toronto Raptors,"$6,500,000"
96,"Spencer Hawes, PF",Cleveland Cavaliers,"$6,500,000"
97,"JJ Redick, SG",LA Clippers,"$6,500,000"
98,"Brandon Bass, PF",Boston Celtics,"$6,450,000"
99,"Channing Frye, F",Phoenix Suns,"$6,400,000"
100,"Wilson Chandler, F",Denver Nuggets,"$6,344,164"
101,"Jarrett Jack, G",Cleveland Cavaliers,"$6,300,000"
102,"Landry Fields, SG",Toronto Raptors,"$6,250,000"
103,"Kyle Lowry, PG",Toronto Raptors,"$6,210,000"
104,"Jason Richardson, SG",Atlanta Hawks,"$6,204,250"
105,"Derrick Favors, F",Utah Jazz,"$6,008,196"
106,"Gerald Henderson, SG",Charlotte Bobcats,"$6,000,000"
107,"Robin Lopez, C",Portland Trail Blazers,"$5,904,261"
108,"Chuck Hayes, PF",Toronto Raptors,"$5,722,500"
109,"Jason Thompson, PF",Sacramento Kings,"$5,643,750"
110,"Jason Terry, G",Brooklyn Nets,"$5,625,313"
111,"Kyrie Irving, PG",Cleveland Cavaliers,"$5,607,240"
112,"JR Smith, G",New York Knicks,"$5,565,000"
113,"Anthony Davis, PF",New Orleans Pelicans,"$5,375,760"
114,"Anthony Bennett, F",Cleveland Cavaliers,"$5,324,280"
115,"Jamal Crawford, G",LA Clippers,"$5,225,000"
116,"Courtney Lee, G",Memphis Grizzlies,"$5,225,000"
117,"Lou Williams, SG",Atlanta Hawks,"$5,225,000"
118,"Zaza Pachulia, C",Milwaukee Bucks,"$5,200,000"
119,"JJ Hickson, C",Denver Nuggets,"$5,150,000"
120,"Martell Webster, SF",Washington Wizards,"$5,150,000"
121,"Keith Bogans, SG",Boston Celtics,"$5,058,198"
122,"Derrick Williams, PF",Sacramento Kings,"$5,016,960"
123,"Ramon Sessions, G",Milwaukee Bucks,"$5,000,000"
124,"Andre Miller, PG",Washington Wizards,"$5,000,000"
125,"Corey Brewer, F",Minnesota Timberwolves,"$5,000,000"
126,"Chase Budinger, SF",Minnesota Timberwolves,"$5,000,000"
127,"Brandan Wright, F",Dallas Mavericks,"$5,000,000"
128,"DeMarcus Cousins, C",Sacramento Kings,"$4,916,974"
129,"Michael Kidd-Gilchrist, F",Charlotte Bobcats,"$4,809,840"
130,"Victor Oladipo, SG",Orlando Magic,"$4,763,760"
131,"Boris Diaw, C",San Antonio Spurs,"$4,702,500"
132,"J.J. Barea, G",Minnesota Timberwolves,"$4,687,000"
133,"Luc Mbah a Moute, F",Minnesota Timberwolves,"$4,588,384"
134,"Luis Scola, F",Indiana Pacers,"$4,508,504"
135,"Enes Freedom, C",Utah Jazz,"$4,505,280"
136,"Jonas Jerebko, F",Detroit Pistons,"$4,500,000"
137,"Tony Allen, SG",Memphis Grizzlies,"$4,494,383"
138,"Ekpe Udoh, F",Milwaukee Bucks,"$4,469,548"
139,"Luke Ridnour, PG",Charlotte Bobcats,"$4,420,000"
140,"Timofey Mozgov, C",Denver Nuggets,"$4,400,000"
141,"Udonis Haslem, PF",Miami Heat,"$4,340,000"
142,"Bradley Beal, SG",Washington Wizards,"$4,319,280"
143,"Otto Porter Jr., SF",Washington Wizards,"$4,278,000"
144,"Jared Dudley, SF",LA Clippers,"$4,250,000"
145,"Greg Monroe, C",Detroit Pistons,"$4,086,454"
146,"Tristan Thompson, C",Cleveland Cavaliers,"$4,062,000"
147,"Kirk Hinrich, SG",Chicago Bulls,"$4,059,000"
148,"Ian Mahinmi, C",Indiana Pacers,"$4,000,000"
149,"Elton Brand, PF",Atlanta Hawks,"$4,000,000"
150,"Mario Chalmers, G",Miami Heat,"$4,000,000"
151,"Steve Blake, PG",Golden State Warriors,"$4,000,000"
152,"Matt Bonner, C",San Antonio Spurs,"$3,945,000"
153,"Thabo Sefolosha, F",Oklahoma City Thunder,"$3,900,000"
154,"Dion Waiters, G",Cleveland Cavaliers,"$3,894,240"
155,"Cody Zeller, C",Charlotte Bobcats,"$3,857,040"
156,"Danny Green, F",San Antonio Spurs,"$3,762,500"
157,"Steve Novak, SF",Toronto Raptors,"$3,750,000"
158,"Al-Farouq Aminu, SF",New Orleans Pelicans,"$3,749,602"
159,"Samuel Dalembert, C",Dallas Mavericks,"$3,700,748"
160,"Ricky Rubio, PG",Minnesota Timberwolves,"$3,678,358"
161,"Raymond Felton, G",New York Knicks,"$3,637,073"
162,"Jonas Valanciunas, C",Toronto Raptors,"$3,526,440"
163,"Thomas Robinson, F",Portland Trail Blazers,"$3,526,440"
164,"Marreese Speights, F",Golden State Warriors,"$3,500,000"
165,"Jordan Hill, C",Los Angeles Lakers,"$3,500,000"
166,"Gerald Green, G",Phoenix Suns,"$3,500,000"
167,"Alex Len, C",Phoenix Suns,"$3,492,720"
168,"Gordon Hayward, SF",Utah Jazz,"$3,452,183"
169,"Jan Vesely, PF",Denver Nuggets,"$3,340,920"
170,"Paul George, F",Indiana Pacers,"$3,282,003"
171,"Shane Battier, SF",Miami Heat,"$3,270,000"
172,"Carlos Delfino, SG",LA Clippers,"$3,250,000"
173,"Matt Barnes, SF",LA Clippers,"$3,250,000"
174,"Alonzo Gee, SF",Cleveland Cavaliers,"$3,250,000"
175,"Gary Neal, PG",Charlotte Bobcats,"$3,250,000"
176,"Darrell Arthur, F",Denver Nuggets,"$3,231,683"
177,"Mirza Teletovic, PF",Brooklyn Nets,"$3,229,050"
178,"Ray Allen, SG",Miami Heat,"$3,229,050"
179,"Damian Lillard, PG",Portland Trail Blazers,"$3,202,920"
180,"Tyler Hansbrough, PF",Toronto Raptors,"$3,183,000"
181,"Chris Kaman, C",Los Angeles Lakers,"$3,183,000"
182,"Andrei Kirilenko, SF",Brooklyn Nets,"$3,183,000"
183,"Mike Dunleavy, SG",Chicago Bulls,"$3,183,000"
184,"Vince Carter, G",Dallas Mavericks,"$3,180,000"
185,"Nerlens Noel, C",Sacramento Kings,"$3,172,320"
186,"Ed Davis, C",Memphis Grizzlies,"$3,153,860"
187,"Alexey Shved, PG",Minnesota Timberwolves,"$3,150,000"
188,"Jerryd Bayless, G",Boston Celtics,"$3,135,000"
189,"Patrick Patterson, PF",Toronto Raptors,"$3,105,302"
190,"Lavoy Allen, F",Indiana Pacers,"$3,060,000"
191,"Larry Sanders, PF",Milwaukee Bucks,"$3,053,368"
192,"Bismack Biyombo, C",Charlotte Bobcats,"$3,049,920"
193,"Kosta Koufos, C",Memphis Grizzlies,"$3,000,000"
194,"Travis Outlaw, SF",Sacramento Kings,"$3,000,000"
195,"Randy Foye, SG",Denver Nuggets,"$3,000,000"
196,"Dorell Wright, SF",Portland Trail Blazers,"$3,000,000"
197,"Chris Copeland, SF",Indiana Pacers,"$3,000,000"
198,"Harrison Barnes, SF",Golden State Warriors,"$2,923,920"
199,"Joel Freeland, C",Portland Trail Blazers,"$2,897,976"
200,"Ben McLemore, SG",Sacramento Kings,"$2,895,960"
201,"Brandon Knight, PG",Milwaukee Bucks,"$2,793,960"
202,"Will Bynum, PG",Detroit Pistons,"$2,790,343"
203,"Kevin Seraphin, C",Washington Wizards,"$2,761,114"
204,"Marco Belinelli, G",San Antonio Spurs,"$2,750,000"
205,"Aaron Gray, C",Sacramento Kings,"$2,690,875"
206,"Terrence Ross, G",Toronto Raptors,"$2,678,640"
207,"Kentavious Caldwell-Pope, SG",Detroit Pistons,"$2,653,080"
208,"Wayne Ellington, SG",Dallas Mavericks,"$2,652,000"
209,"Mo Williams, PG",Portland Trail Blazers,"$2,652,000"
210,"Eric Bledsoe, SG",Phoenix Suns,"$2,626,474"
211,"Nick Collison, F",Oklahoma City Thunder,"$2,585,668"
212,"Kemba Walker, PG",Charlotte Bobcats,"$2,568,360"
213,"DeMarre Carroll, F",Atlanta Hawks,"$2,557,545"
214,"Avery Bradley, PG",Boston Celtics,"$2,511,432"
215,"Chauncey Billups, PG",Detroit Pistons,"$2,500,000"
216,"Jason Smith, F",New Orleans Pelicans,"$2,500,000"
217,"Andre Drummond, C",Detroit Pistons,"$2,465,400"
218,"Trey Burke, PG",Utah Jazz,"$2,438,760"
219,"Trevor Booker, F",Washington Wizards,"$2,350,820"
220,"Austin Rivers, SG",New Orleans Pelicans,"$2,339,040"
221,"Klay Thompson, SG",Golden State Warriors,"$2,317,920"
222,"CJ McCollum, SG",Portland Trail Blazers,"$2,316,720"
223,"Quincy Pondexter, F",Memphis Grizzlies,"$2,225,479"
224,"CJ Miles, G",Cleveland Cavaliers,"$2,225,000"
225,"Meyers Leonard, C",Portland Trail Blazers,"$2,222,160"
226,"Alec Burks, SG",Utah Jazz,"$2,202,000"
227,"Michael Carter-Williams, G",Philadelphia 76ers,"$2,200,920"
228,"Dante Cunningham, F",Minnesota Timberwolves,"$2,180,000"
229,"Jordan Crawford, G",Golden State Warriors,"$2,162,419"
230,"Greivis Vasquez, PG",Toronto Raptors,"$2,150,188"
231,"Jeremy Lamb, SG",Oklahoma City Thunder,"$2,111,160"
232,"Markieff Morris, PF",Phoenix Suns,"$2,091,840"
233,"Steven Adams, C",Oklahoma City Thunder,"$2,090,880"
234,"Brendan Haywood, C",Portland Trail Blazers,"$2,050,000"
235,"C.J. Watson, PG",Indiana Pacers,"$2,016,000"
236,"Nate Robinson, PG",Denver Nuggets,"$2,016,000"
237,"Jermaine O'Neal, C",Golden State Warriors,"$2,000,000"
238,"Vitor Faverani, C",Boston Celtics,"$2,000,000"
239,"Marcus Morris Sr., F",Phoenix Suns,"$1,987,320"
240,"Kelly Olynyk, PF",Boston Celtics,"$1,986,360"
241,"John Henson, F",Milwaukee Bucks,"$1,905,360"
242,"Darren Collison, PG",LA Clippers,"$1,900,000"
243,"Kawhi Leonard, SF",San Antonio Spurs,"$1,887,840"
244,"Shabazz Muhammad, F",Minnesota Timberwolves,"$1,887,120"
245,"Maurice Harkless, SF",Orlando Magic,"$1,809,840"
246,"Nikola Vucevic, C",Orlando Magic,"$1,793,520"
247,"Giannis Antetokounmpo, PF",Milwaukee Bucks,"$1,792,560"
248,"Anthony Randolph, SF",Denver Nuggets,"$1,750,000"
249,"Jeff Ayres, F",San Antonio Spurs,"$1,750,000"
250,"Luigi Datome, SF",Detroit Pistons,"$1,750,000"
251,"Iman Shumpert, G",New York Knicks,"$1,703,760"
252,"Reggie Evans, C",Sacramento Kings,"$1,695,635"
253,"Jeremy Evans, F",Utah Jazz,"$1,660,257"
254,"Tyler Zeller, C",Cleveland Cavaliers,"$1,633,440"
255,"Chris Singleton, SF",Washington Wizards,"$1,618,680"
256,"Toney Douglas, PG",Miami Heat,"$1,600,000"
257,"John Lucas III, PG",Utah Jazz,"$1,600,000"
258,"Pablo Prigioni, PG",New York Knicks,"$1,591,350"
259,"Jodie Meeks, G",Los Angeles Lakers,"$1,550,000"
260,"Tobias Harris, F",Orlando Magic,"$1,545,840"
261,"Shane Larkin, G",Dallas Mavericks,"$1,536,960"
262,"Ronny Turiaf, C",Minnesota Timberwolves,"$1,500,000"
263,"Miroslav Raduljica, C",Milwaukee Bucks,"$1,500,000"
264,"James Jones, SG",Miami Heat,"$1,500,000"
265,"Gustavo Ayon, PF",Atlanta Hawks,"$1,500,000"
266,"Sergey Karasev, SG",Cleveland Cavaliers,"$1,467,840"
267,"Nando De Colo, G",Toronto Raptors,"$1,463,000"
268,"Evan Fournier, SG",Denver Nuggets,"$1,422,720"
269,"Tony Snell, SF",Chicago Bulls,"$1,409,040"
270,"Willie Green, SG",LA Clippers,"$1,399,507"
271,"Rashard Lewis, PF",Miami Heat,"$1,399,507"
272,"Chris Andersen, PF",Miami Heat,"$1,399,507"
273,"Scotty Hopson, G",Cleveland Cavaliers,"$1,388,400"
274,"Andray Blatche, C",Brooklyn Nets,"$1,375,604"
275,"Kenneth Faried, F",Denver Nuggets,"$1,367,640"
276,"Jared Sullinger, C",Boston Celtics,"$1,365,720"
277,"Gorgui Dieng, C",Minnesota Timberwolves,"$1,352,640"
278,"Dennis Schroder, PG",Atlanta Hawks,"$1,348,200"
279,"Victor Claver, PF",Portland Trail Blazers,"$1,330,000"
280,"Mason Plumlee, C",Brooklyn Nets,"$1,298,640"
281,"Francisco Garcia, SG",Houston Rockets,"$1,265,977"
282,"Reggie Jackson, PG",Oklahoma City Thunder,"$1,260,360"
283,"John Jenkins, G",Atlanta Hawks,"$1,258,800"
284,"Solomon Hill, SF",Indiana Pacers,"$1,246,680"
285,"MarShon Brooks, G",Los Angeles Lakers,"$1,210,080"
286,"Hasheem Thabeet, C",Oklahoma City Thunder,"$1,200,000"
287,"Pero Antic, PF",Atlanta Hawks,"$1,200,000"
288,"Tim Hardaway Jr., SF",New York Knicks,"$1,196,760"
289,"Jordan Hamilton, SG",Houston Rockets,"$1,169,880"
290,"Tony Wroten, SG",Philadelphia 76ers,"$1,160,040"
291,"Reggie Bullock Jr., SF",LA Clippers,"$1,149,000"
292,"Patty Mills, PG",San Antonio Spurs,"$1,133,950"
293,"Miles Plumlee, C",Phoenix Suns,"$1,121,520"
294,"Cory Joseph, PG",San Antonio Spurs,"$1,120,920"
295,"Jimmy Butler, SF",Chicago Bulls,"$1,112,880"
296,"Nick Young, G",Los Angeles Lakers,"$1,106,942"
297,"Arnett Moultrie, PF",Philadelphia 76ers,"$1,089,240"
298,"Perry Jones, SF",Oklahoma City Thunder,"$1,082,520"
299,"Rudy Gobert, C",Utah Jazz,"$1,078,800"
300,"Marquis Teague, G",Brooklyn Nets,"$1,074,720"
301,"Festus Ezeli, C",Portland Trail Blazers,"$1,066,920"
302,"Archie Goodwin, SG",Phoenix Suns,"$1,064,400"
303,"Nemanja Nedovic, PG",Golden State Warriors,"$1,056,720"
304,"Kyle Singler, F",Detroit Pistons,"$1,045,000"
305,"Anthony Morrow, SG",New Orleans Pelicans,"$1,027,424"
306,"Lance Stephenson, G",Indiana Pacers,"$1,005,000"
307,"Andrew Bynum, C",Indiana Pacers,"$1,000,000"
308,"Ish Smith, PG",Phoenix Suns,"$951,463"
309,"Omri Casspi, F",Houston Rockets,"$947,907"
310,"Byron Mullens, C",Philadelphia 76ers,"$947,907"
311,"Alan Anderson, SG",Brooklyn Nets,"$947,907"
312,"Austin Daye, SF",San Antonio Spurs,"$947,907"
313,"Chandler Parsons, SF",Houston Rockets,"$926,500"
314,"Jon Leuer, F",Memphis Grizzlies,"$900,000"
315,"Shelvin Mack, G",Atlanta Hawks,"$884,293"
316,"Jannero Pargo, PG",Charlotte Bobcats,"$884,293"
317,"Ryan Hollins, C",LA Clippers,"$884,293"
318,"Garrett Temple, SF",Washington Wizards,"$884,293"
319,"Josh Harrellson, C",Detroit Pistons,"$884,293"
320,"Wesley Johnson, F",Los Angeles Lakers,"$884,293"
321,"Nazr Mohammed, C",Chicago Bulls,"$884,293"
322,"Jordan Farmar, PG",Los Angeles Lakers,"$884,293"
323,"Earl Watson, PG",Portland Trail Blazers,"$884,293"
324,"Isaiah Thomas, G",Sacramento Kings,"$884,293"
325,"DeJuan Blair, C",Dallas Mavericks,"$884,293"
326,"E'Twaun Moore, G",Orlando Magic,"$884,293"
327,"Aaron Brooks, G",Denver Nuggets,"$884,293"
328,"Rasual Butler, SF",Indiana Pacers,"$884,293"
329,"Xavier Henry, SG",Los Angeles Lakers,"$884,293"
330,"Kenyon Martin, F",New York Knicks,"$884,293"
331,"Greg Oden, C",Miami Heat,"$884,293"
332,"P.J. Tucker, PF",Phoenix Suns,"$884,293"
333,"Shaun Livingston, G",Brooklyn Nets,"$884,293"
334,"Beno Udrih, PG",Memphis Grizzlies,"$884,293"
335,"Donald Sloan, G",Indiana Pacers,"$884,293"
336,"Mike Miller, SG",Memphis Grizzlies,"$884,293"
337,"Devin Harris, G",Dallas Mavericks,"$884,293"
338,"Julyan Stone, G",Toronto Raptors,"$884,293"
339,"Anthony Tolliver, PF",Charlotte Bobcats,"$884,293"
340,"Cole Aldrich, C",New York Knicks,"$884,293"
341,"Draymond Green, PF",Golden State Warriors,"$875,500"
342,"Allen Crabbe, G",Portland Trail Blazers,"$825,000"
343,"Elliot Williams, SG",Philadelphia 76ers,"$797,545"
344,"Brian Roberts, PG",New Orleans Pelicans,"$788,872"
345,"Jeffery Taylor, SF",Charlotte Bobcats,"$788,872"
346,"Aron Baynes, C",San Antonio Spurs,"$788,872"
347,"Will Barton, G",Portland Trail Blazers,"$788,872"
348,"Henry Sims, C",Philadelphia 76ers,"$788,872"
349,"Darius Miller, SF",New Orleans Pelicans,"$788,872"
350,"Kent Bazemore, SF",Los Angeles Lakers,"$788,872"
351,"Quincy Acy, F",Sacramento Kings,"$788,872"
352,"Mike Scott, PF",Atlanta Hawks,"$788,872"
353,"Kyle O'Quinn, C",Orlando Magic,"$788,872"
354,"Khris Middleton, SF",Milwaukee Bucks,"$788,872"
355,"Jae Crowder, PF",Dallas Mavericks,"$788,872"
356,"Patrick Beverley, PG",Houston Rockets,"$788,872"
357,"Bernard James, C",Dallas Mavericks,"$788,872"
358,"Robert Sacre, C",Los Angeles Lakers,"$788,872"
359,"Andre Roberson, F",Oklahoma City Thunder,"$740,560"
360,"Diante Garrett, PG",Utah Jazz,"$719,266"
361,"Malcolm Thomas, PF",Utah Jazz,"$702,233"
362,"Dwight Buycks, G",Toronto Raptors,"$700,000"
363,"Hilton Armstrong, PF",Golden State Warriors,"$660,619"
364,"Chris Douglas-Roberts, SG",Charlotte Bobcats,"$660,619"
365,"D.J. Augustin, G",Chicago Bulls,"$650,215"
366,"Alexis Ajinca, C",New Orleans Pelicans,"$635,880"
367,"James Johnson, PF",Memphis Grizzlies,"$634,610"
368,"Isaiah Canaan, G",Houston Rockets,"$570,515"
369,"Jeremy Tyler, C",New York Knicks,"$556,584"
370,"Kendall Marshall, PG",Los Angeles Lakers,"$547,570"
371,"Ricky Ledo, SG",Dallas Mavericks,"$544,000"
372,"Jamaal Franklin, SG",Memphis Grizzlies,"$535,000"
373,"Ray McCallum, PG",Sacramento Kings,"$524,616"
374,"Carrick Felix, SG",Cleveland Cavaliers,"$510,000"
375,"Nate Wolters, PG",Milwaukee Bucks,"$500,000"
376,"Tony Mitchell, PF",Detroit Pistons,"$500,000"
377,"Nick Calathes, SG",Memphis Grizzlies,"$490,180"
378,"Glen Rice Jr., SG",Washington Wizards,"$490,180"
379,"Matthew Dellavedova, PG",Cleveland Cavaliers,"$490,180"
380,"James Southerland, SF",New Orleans Pelicans,"$490,180"
381,"Robert Covington, PF",Houston Rockets,"$490,180"
382,"Peyton Siva, PG",Detroit Pistons,"$490,180"
383,"Brandon Davies, PF",Philadelphia 76ers,"$490,180"
384,"Toure' Murry, SF",New York Knicks,"$490,180"
385,"Ryan Kelly, PF",Los Angeles Lakers,"$490,180"
386,"Phil Pressey, PG",Boston Celtics,"$490,180"
387,"Ognjen Kuzmic, C",Golden State Warriors,"$490,180"
388,"Robbie Hummel, SF",Minnesota Timberwolves,"$490,180"
389,"Jeff Withey, C",New Orleans Pelicans,"$490,180"
390,"Dionte Christmas, SG",Phoenix Suns,"$490,180"
391,"Ian Clark, G",Utah Jazz,"$490,180"
392,"Gal Mekel, PG",Dallas Mavericks,"$490,180"
393,"Erik Jay Murphy, PF",Chicago Bulls,"$490,180"
394,"Hollis Thompson, F",Philadelphia 76ers,"$473,604"
395,"Hedo Turkoglu, SF",LA Clippers,"$473,357"
396,"Leandro Barbosa, G",Phoenix Suns,"$410,936"
397,"Luke Babbitt, F",New Orleans Pelicans,"$387,995"
398,"Chris Johnson, SG",Boston Celtics,"$320,189"
399,"Shavlik Randolph, PF",Phoenix Suns,"$306,037"
400,"Dewayne Dedmon, C",Orlando Magic,"$300,000"
401,"Jason Collins, C",Brooklyn Nets,"$275,691"
402,"Danny Granger, SF",LA Clippers,"$249,683"
403,"Caron Butler, SF",Oklahoma City Thunder,"$244,489"
404,"Jimmer Fredette, G",Chicago Bulls,"$239,279"
405,"Shannon Brown, PG",New York Knicks,"$188,438"
406,"Jarvis Varnado, PF",Philadelphia 76ers,"$171,696"
407,"Troy Daniels, G",Houston Rockets,"$158,588"
408,"Mike Muscala, C",Atlanta Hawks,"$138,404"
409,"Cartier Martin, PF",Chicago Bulls,"$104,034"
410,"D.J. White, PF",Charlotte Bobcats,"$104,028"
411,"Justin Hamilton, C",Charlotte Bobcats,"$98,036"
412,"Chris Babb, SG",Boston Celtics,"$77,852"
413,"Ronnie Brewer, SF",Chicago Bulls,"$69,792"
414,"Damion James, SF",San Antonio Spurs,"$68,902"
415,"Mike James, PG",Chicago Bulls,"$57,627"
416,"Jorge Gutierrez, G",Brooklyn Nets,"$54,785"
417,"Drew Gooden, PF",Washington Wizards,"$52,017"
418,"Othyus Jeffers, SG",San Antonio Spurs,"$52,017"
419,"Lou Amundson, PF",Chicago Bulls,"$48,854"
420,"Jared Cunningham, G",Sacramento Kings,"$46,404"
421,"Melvin Ely, C",New Orleans Pelicans,"$29,788"
422,"Greg Smith, PF",Houston Rockets,"$15,605"
423,"Josh Powell, PF",Houston Rockets,"$13,958"
424,"Chris Wright, SF",Milwaukee Bucks,"$9,281"
425,"Lamar Odom, PF",New York Knicks,"$8,232"
