,NAME,TEAM,SALARY
44,"Kevin Garnett, PF",Boston Celtics,"$11,566,265"
45,"Joakim Noah, C",Chicago Bulls,"$11,100,000"
46,"Jose Calderon, G",Detroit Pistons,"$11,046,591"
47,"Monta Ellis, SG",Milwaukee Bucks,"$11,000,000"
48,"Rajon Rondo, PG",Boston Celtics,"$11,000,000"
49,"DeAndre Jordan, C",LA Clippers,"$10,986,550"
50,"Corey Maggette, SF",Detroit Pistons,"$10,924,138"
51,"Mehmet Okur, C",Brooklyn Nets,"$10,890,000"
52,"Nicolas Batum, PF",Portland Trail Blazers,"$10,850,000"
53,"Richard Jefferson, F",Golden State Warriors,"$10,164,000"
54,"Stephen Jackson, SF",San Antonio Spurs,"$10,059,750"
55,"JaVale McGee, C",Denver Nuggets,"$10,000,000"
56,"Andrea Bargnani, C",Toronto Raptors,"$10,000,000"
57,"David West, F",Indiana Pacers,"$10,000,000"
58,"Andrei Kirilenko, SF",Minnesota Timberwolves,"$9,779,349"
59,"Gerald Wallace, SF",Brooklyn Nets,"$9,682,435"
60,"Tim Duncan, C",San Antonio Spurs,"$9,638,554"
61,"Cuttino Mobley, SG",LA Clippers,"$9,500,000"
62,"Danilo Gallinari, PF",Denver Nuggets,"$9,439,000"
63,"Steve Nash, PG",Los Angeles Lakers,"$9,300,500"
64,"Andris Biedrins, C",Golden State Warriors,"$9,000,000"
65,"Ryan Anderson, PF",New Orleans Hornets,"$8,700,000"
66,"Shawn Marion, SG",Dallas Mavericks,"$8,646,364"
67,"Paul Millsap, PF",Utah Jazz,"$8,603,633"
68,"Jameer Nelson, G",Orlando Magic,"$8,600,000"
69,"Rodney Stuckey, PG",Detroit Pistons,"$8,500,000"
70,"Mo Williams, PG",Utah Jazz,"$8,500,000"
71,"Devin Harris, G",Atlanta Hawks,"$8,500,000"
72,"Kendrick Perkins, C",Oklahoma City Thunder,"$8,477,437"
73,"Jeff Green, PF",Boston Celtics,"$8,385,000"
74,"Jeremy Lin, G",Houston Rockets,"$8,374,646"
75,"Omer Asik, C",Houston Rockets,"$8,374,646"
76,"Anderson Varejao, C",Cleveland Cavaliers,"$8,368,182"
77,"Thaddeus Young, F",Philadelphia 76ers,"$8,289,130"
78,"Marvin Williams, F",Utah Jazz,"$8,287,500"
79,"John Salmons, SF",Sacramento Kings,"$8,083,000"
80,"Charlie Villanueva, PF",Detroit Pistons,"$8,060,000"
81,"Tyrus Thomas, PF",Charlotte Bobcats,"$8,000,000"
82,"Caron Butler, SF",LA Clippers,"$8,000,000"
83,"Chris Kaman, C",Dallas Mavericks,"$8,000,000"
84,"George Hill, PG",Indiana Pacers,"$8,000,000"
85,"Mark Blount, C",Miami Heat,"$7,967,375"
86,"Ersan Ilyasova, PF",Milwaukee Bucks,"$7,900,000"
87,"Arron Afflalo, G",Orlando Magic,"$7,750,000"
88,"Metta World Peace, SF",Los Angeles Lakers,"$7,727,500"
89,"Trevor Ariza, SF",Washington Wizards,"$7,727,280"
90,"Marcin Gortat, C",Phoenix Suns,"$7,727,280"
91,"James Posey, SF",Indiana Pacers,"$7,595,600"
92,"Marcus Thornton, SG",Sacramento Kings,"$7,525,000"
93,"Mike Conley, PG",Memphis Grizzlies,"$7,505,786"
94,"Goran Dragic, PG",Phoenix Suns,"$7,500,000"
95,"John Wall, PG",Washington Wizards,"$7,459,925"
96,"Taj Gibson, F",Chicago Bulls,"$7,415,730"
97,"Beno Udrih, PG",Orlando Magic,"$7,372,000"
98,"Al Harrington, PF",Orlando Magic,"$7,148,600"
99,"Tayshaun Prince, SF",Memphis Grizzlies,"$6,764,045"
100,"JJ Redick, SG",Milwaukee Bucks,"$6,750,000"
101,"Samuel Dalembert, C",Milwaukee Bucks,"$6,698,565"
102,"Drew Gooden, PF",Milwaukee Bucks,"$6,687,400"
103,"Morris Peterson, SG",Oklahoma City Thunder,"$6,665,000"
104,"Andres Nocioni, SF",Madrid Real Madrid,"$6,650,000"
105,"Jerome James, C",Chicago Bulls,"$6,600,000"
106,"Wesley Matthews, SG",Portland Trail Blazers,"$6,505,320"
107,"Spencer Hawes, PF",Philadelphia 76ers,"$6,500,000"
108,"Glen Davis, PF",Orlando Magic,"$6,400,000"
109,"Channing Frye, F",Phoenix Suns,"$6,400,000"
110,"Landry Fields, SG",Toronto Raptors,"$6,250,000"
111,"Mike Miller, SG",Miami Heat,"$6,200,000"
112,"Francisco Garcia, SG",Houston Rockets,"$6,100,000"
113,"Luke Walton, SF",Cleveland Cavaliers,"$6,091,363"
114,"Amir Johnson, F",Toronto Raptors,"$6,050,000"
115,"Michael Beasley, F",Phoenix Suns,"$6,000,000"
116,"Brandon Bass, PF",Boston Celtics,"$6,000,000"
117,"Wilson Chandler, F",Denver Nuggets,"$5,930,414"
118,"James Harden, SG",Houston Rockets,"$5,820,417"
119,"Jason Richardson, SG",Philadelphia 76ers,"$5,799,625"
120,"Kyle Lowry, PG",Toronto Raptors,"$5,750,000"
121,"Nick Young, G",Philadelphia 76ers,"$5,600,000"
122,"Chuck Hayes, PF",Sacramento Kings,"$5,486,250"
123,"Sasha Vujacic, SG",New York Knicks,"$5,475,113"
124,"Jarrett Jack, G",Golden State Warriors,"$5,400,000"
125,"Kyrie Irving, PG",Cleveland Cavaliers,"$5,375,760"
126,"Evan Turner, G",Philadelphia 76ers,"$5,293,080"
127,"Tyreke Evans, G",Sacramento Kings,"$5,250,825"
128,"Jason Thompson, PF",Sacramento Kings,"$5,250,000"
129,"Zaza Pachulia, C",Atlanta Hawks,"$5,248,750"
130,"Jamal Crawford, G",LA Clippers,"$5,225,000"
131,"Antonio McDyess, PF",San Antonio Spurs,"$5,220,000"
132,"Speedy Claxton, PG",Atlanta Hawks,"$5,209,454"
133,"Martell Webster, SF",Washington Wizards,"$5,150,000"
134,"Anthony Davis, PF",New Orleans Hornets,"$5,144,280"
135,"Brad Miller, C",New Orleans Pelicans,"$5,104,000"
136,"Brandon Roy, SG",Minnesota Timberwolves,"$5,100,000"
137,"Jason Maxiell, PF",Detroit Pistons,"$5,000,000"
138,"Ramon Sessions, G",Charlotte Bobcats,"$5,000,000"
139,"Andre Miller, PG",Denver Nuggets,"$5,000,000"
140,"Kyle Korver, G",Atlanta Hawks,"$5,000,000"
141,"Jason Terry, G",Boston Celtics,"$5,000,000"
142,"Courtney Lee, G",Boston Celtics,"$5,000,000"
143,"Richard Hamilton, SG",Chicago Bulls,"$5,000,000"
144,"Lou Williams, SG",Atlanta Hawks,"$5,000,000"
145,"Robin Lopez, C",New Orleans Hornets,"$4,899,293"
146,"Marcus Banks, PG",New Orleans Pelicans,"$4,847,586"
147,"Nikola Pekovic, C",Minnesota Timberwolves,"$4,837,200"
148,"Darius Songaila, PF",Philadelphia 76ers,"$4,818,000"
149,"Michael Kidd-Gilchrist, F",Charlotte Bobcats,"$4,809,840"
150,"Derrick Williams, PF",Minnesota Timberwolves,"$4,809,840"
151,"Luc Mbah a Moute, F",Milwaukee Bucks,"$4,794,192"
152,"Daniel Gibson, SG",Cleveland Cavaliers,"$4,792,332"
153,"Victor Oladipo, SG",Memphis Grizzlies,"$4,763,760"
154,"Derrick Favors, F",Utah Jazz,"$4,753,320"
155,"Linas Kleiza, SF",Toronto Raptors,"$4,600,000"
156,"Marcus Camby, C",New York Knicks,"$4,590,338"
157,"Luis Scola, F",Phoenix Suns,"$4,508,504"
158,"Boris Diaw, C",San Antonio Spurs,"$4,500,000"
159,"Jonas Jerebko, F",Detroit Pistons,"$4,500,000"
160,"J.J. Barea, G",Minnesota Timberwolves,"$4,493,500"
161,"Udonis Haslem, PF",Miami Heat,"$4,340,000"
162,"Bradley Beal, SG",Washington Wizards,"$4,319,280"
163,"Enes Freedom, C",Utah Jazz,"$4,319,280"
164,"Wesley Johnson, F",Phoenix Suns,"$4,285,560"
165,"Otto Porter Jr., SF",Utah Jazz,"$4,278,000"
166,"Jordan Farmar, PG",Sacramento Kings,"$4,250,000"
167,"Jared Dudley, SF",Phoenix Suns,"$4,250,000"
168,"Marreese Speights, F",Cleveland Cavaliers,"$4,200,000"
169,"Dorell Wright, SF",Philadelphia 76ers,"$4,106,000"
170,"Bruce Bowen, SF",San Antonio Spurs,"$4,100,000"
171,"Charlie Bell, SG",Golden State Warriors,"$4,099,920"
172,"Greg Buckner, SG",Memphis Grizzlies,"$4,080,915"
173,"Kirk Hinrich, SG",Chicago Bulls,"$4,059,000"
174,"Steve Novak, SF",New York Knicks,"$4,054,055"
175,"O.J. Mayo, SG",Dallas Mavericks,"$4,020,000"
176,"Luke Ridnour, PG",Minnesota Timberwolves,"$4,000,000"
177,"JJ Hickson, C",Portland Trail Blazers,"$4,000,000"
178,"Ian Mahinmi, C",Indiana Pacers,"$4,000,000"
179,"Anthony Morrow, SG",Dallas Mavericks,"$4,000,000"
180,"Carl Landry, PF",Golden State Warriors,"$4,000,000"
181,"Hakim Warrick, PF",Charlotte Bobcats,"$4,000,000"
182,"Mario Chalmers, G",Miami Heat,"$4,000,000"
183,"Steve Blake, PG",Los Angeles Lakers,"$4,000,000"
184,"Ryan Gomes, SF",Boston Celtics,"$4,000,000"
185,"Stephen Curry, PG",Golden State Warriors,"$3,958,742"
186,"Tiago Splitter, C",San Antonio Spurs,"$3,944,000"
187,"Thabo Sefolosha, F",Oklahoma City Thunder,"$3,900,000"
188,"Tristan Thompson, C",Cleveland Cavaliers,"$3,894,240"
189,"DeMarcus Cousins, C",Sacramento Kings,"$3,880,800"
190,"Cody Zeller, C",Atlanta Hawks,"$3,857,040"
191,"Ricky Rubio, PG",Minnesota Timberwolves,"$3,741,120"
192,"Dion Waiters, G",Cleveland Cavaliers,"$3,726,600"
193,"Matt Bonner, C",San Antonio Spurs,"$3,630,000"
194,"Jordan Hill, C",Los Angeles Lakers,"$3,563,600"
195,"Ekpe Udoh, F",Milwaukee Bucks,"$3,524,880"
196,"Danny Green, F",San Antonio Spurs,"$3,500,000"
197,"Shannon Brown, PG",Phoenix Suns,"$3,500,000"
198,"Chris Duhon, PG",Los Angeles Lakers,"$3,500,000"
199,"D.J. Augustin, G",Indiana Pacers,"$3,500,000"
200,"Gerald Green, G",Indiana Pacers,"$3,500,000"
201,"Alonzo Gee, SF",Cleveland Cavaliers,"$3,500,000"
202,"Matt Carroll, SG",New Orleans Hornets,"$3,500,000"
203,"Johan Petro, C",Atlanta Hawks,"$3,500,000"
204,"Raymond Felton, G",New York Knicks,"$3,480,453"
205,"Raja Bell, SG",Utah Jazz,"$3,480,000"
206,"Jonas Valanciunas, C",Toronto Raptors,"$3,374,640"
207,"Thomas Robinson, F",Houston Rockets,"$3,374,640"
208,"DeMar DeRozan, SF",Toronto Raptors,"$3,344,250"
209,"Jan Vesely, PF",Washington Wizards,"$3,340,920"
210,"Tony Allen, SG",Memphis Grizzlies,"$3,300,000"
211,"Shane Battier, SF",Miami Heat,"$3,270,000"
212,"Matt Barnes, SF",LA Clippers,"$3,250,000"
213,"Will Bynum, PG",Detroit Pistons,"$3,250,000"
214,"Corey Brewer, F",Denver Nuggets,"$3,243,000"
215,"Ray Allen, SG",Miami Heat,"$3,229,050"
216,"Greg Monroe, C",Detroit Pistons,"$3,217,680"
217,"Mike Dunleavy, SG",Milwaukee Bucks,"$3,183,000"
218,"Brandon Jennings, G",Milwaukee Bucks,"$3,179,493"
219,"Timofey Mozgov, C",Denver Nuggets,"$3,140,429"
220,"Shawne Williams, SF",Minnesota Timberwolves,"$3,135,000"
221,"Jason Kidd, PG",New York Knicks,"$3,090,000"
222,"Mirza Teletovic, PF",Brooklyn Nets,"$3,090,000"
223,"Vince Carter, G",Dallas Mavericks,"$3,090,000"
224,"Damian Lillard, PG",Portland Trail Blazers,"$3,065,040"
225,"Tyler Hansbrough, PF",Indiana Pacers,"$3,055,259"
226,"Bismack Biyombo, C",Charlotte Bobcats,"$3,049,920"
227,"Joel Freeland, C",Portland Trail Blazers,"$3,013,512"
228,"Darrell Arthur, F",Memphis Grizzlies,"$3,006,217"
229,"Lavoy Allen, F",Philadelphia 76ers,"$3,000,000"
230,"Kosta Koufos, C",Denver Nuggets,"$3,000,000"
231,"Travis Outlaw, SF",Sacramento Kings,"$3,000,000"
232,"Jerryd Bayless, G",Memphis Grizzlies,"$3,000,000"
233,"Carlos Delfino, SG",Houston Rockets,"$3,000,000"
234,"Jeff Foster, PF",Indiana Pacers,"$3,000,000"
235,"Austin Daye, SF",Memphis Grizzlies,"$2,958,077"
236,"Al-Farouq Aminu, SF",New Orleans Hornets,"$2,947,800"
237,"Alexey Shved, PG",Minnesota Timberwolves,"$2,934,610"
238,"Dahntay Jones, SG",Atlanta Hawks,"$2,900,000"
239,"Julian Wright, SF",Toronto Raptors,"$2,858,057"
240,"Mark Madsen, PF",Minnesota Timberwolves,"$2,840,000"
241,"Kwame Brown, C",Philadelphia 76ers,"$2,819,044"
242,"James Johnson, PF",Sacramento Kings,"$2,812,006"
243,"JR Smith, G",New York Knicks,"$2,806,452"
244,"Harrison Barnes, SF",Golden State Warriors,"$2,798,040"
245,"Kevin Seraphin, C",Washington Wizards,"$2,761,114"
246,"Eduardo Najera, PF",Charlotte Hornets,"$2,750,000"
247,"Gordon Hayward, SF",Utah Jazz,"$2,709,720"
248,"David Andersen, C",Fenerbahce Ulker Fenerbahce Ulker,"$2,685,185"
249,"Brandon Knight, PG",Detroit Pistons,"$2,678,640"
250,"Jrue Holiday, PG",Philadelphia 76ers,"$2,674,852"
251,"Josh McRoberts, PF",Charlotte Bobcats,"$2,652,000"
252,"Quentin Richardson, SF",New York Knicks,"$2,627,400"
253,"Eric Bledsoe, SG",LA Clippers,"$2,626,473"
254,"Nick Collison, F",Oklahoma City Thunder,"$2,585,668"
255,"Greg Stiemsma, C",Minnesota Timberwolves,"$2,575,000"
256,"Aaron Gray, C",Toronto Raptors,"$2,575,000"
257,"Paul George, F",Indiana Pacers,"$2,574,120"
258,"Kemba Walker, PG",Charlotte Bobcats,"$2,568,360"
259,"Terrence Ross, G",Toronto Raptors,"$2,563,320"
260,"Ty Lawson, G",Denver Nuggets,"$2,544,529"
261,"Randy Foye, SG",Utah Jazz,"$2,500,000"
262,"Jason Smith, F",New Orleans Hornets,"$2,500,000"
263,"Cole Aldrich, C",Sacramento Kings,"$2,445,480"
264,"Jeff Teague, PG",Atlanta Hawks,"$2,433,077"
265,"Aaron Brooks, G",Houston Rockets,"$2,400,000"
266,"Ricky Davis, SG",LA Clippers,"$2,400,000"
267,"Andre Drummond, C",Detroit Pistons,"$2,356,320"
268,"Trevor Booker, F",Washington Wizards,"$2,350,820"
269,"Jimmer Fredette, G",Sacramento Kings,"$2,339,040"
270,"Xavier Henry, SG",New Orleans Hornets,"$2,323,200"
271,"Earl Watson, PG",Utah Jazz,"$2,300,000"
272,"Omri Casspi, F",Cleveland Cavaliers,"$2,277,306"
273,"Anthony Parker, SG",Cleveland Cavaliers,"$2,250,000"
274,"Ben Wallace, PF",Detroit Pistons,"$2,246,400"
275,"DeShawn Stevenson, SG",Atlanta Hawks,"$2,240,450"
276,"Austin Rivers, SG",New Orleans Hornets,"$2,238,360"
277,"Rodrigue Beaubois, PG",Dallas Mavericks,"$2,227,333"
278,"CJ Miles, G",Cleveland Cavaliers,"$2,225,000"
279,"Klay Thompson, SG",Golden State Warriors,"$2,222,160"
280,"Ed Davis, C",Memphis Grizzlies,"$2,207,040"
281,"Meyers Leonard, C",Portland Trail Blazers,"$2,126,520"
282,"Jeremy Lamb, SG",Oklahoma City Thunder,"$2,111,160"
283,"Alec Burks, SG",Utah Jazz,"$2,111,160"
284,"Elton Brand, PF",Dallas Mavericks,"$2,100,500"
285,"Patrick Patterson, PF",Sacramento Kings,"$2,096,760"
286,"Markieff Morris, PF",Phoenix Suns,"$2,091,840"
287,"Dante Cunningham, F",Minnesota Timberwolves,"$2,090,000"
288,"Wayne Ellington, SG",Cleveland Cavaliers,"$2,083,042"
289,"Toney Douglas, PG",Sacramento Kings,"$2,067,880"
290,"Anthony Johnson, PG",Orlando Magic,"$2,062,800"
291,"Brent Barry, SG",Houston Rockets,"$2,062,800"
292,"Brendan Haywood, C",Charlotte Bobcats,"$2,050,000"
293,"Eric Maynor, PG",Portland Trail Blazers,"$2,016,000"
294,"Kendall Marshall, PG",Phoenix Suns,"$2,005,560"
295,"Larry Sanders, PF",Milwaukee Bucks,"$1,991,760"
296,"Rasho Nesterovic, C",Toronto Raptors,"$1,990,000"
297,"Marcus Morris Sr., F",Phoenix Suns,"$1,987,320"
298,"Grant Hill, SF",LA Clippers,"$1,975,000"
299,"Marco Belinelli, G",Chicago Bulls,"$1,957,000"
300,"Darren Collison, PG",Dallas Mavericks,"$1,900,000"
301,"Luke Babbitt, F",Portland Trail Blazers,"$1,892,280"
302,"John Henson, F",Milwaukee Bucks,"$1,823,280"
303,"Dikembe Mutombo, C",Houston Rockets,"$1,823,280"
304,"Kawhi Leonard, SF",San Antonio Spurs,"$1,809,840"
305,"Maurice Harkless, SF",Orlando Magic,"$1,809,840"
306,"Jeremy Evans, F",Utah Jazz,"$1,794,872"
307,"Nikola Vucevic, C",Orlando Magic,"$1,793,520"
308,"Donte Greene, SF",Memphis Grizzlies,"$1,679,914"
309,"Chris Andersen, PF",Miami Heat,"$1,679,408"
310,"Renaldo Balkman, SF",Dallas Mavericks,"$1,675,000"
311,"Anthony Randolph, SF",Denver Nuggets,"$1,674,641"
312,"Royce White, PF",Houston Rockets,"$1,645,440"
313,"Iman Shumpert, G",New York Knicks,"$1,633,440"
314,"Avery Bradley, PG",Boston Celtics,"$1,630,800"
315,"Reggie Evans, C",Brooklyn Nets,"$1,622,617"
316,"Chris Singleton, SF",Washington Wizards,"$1,618,680"
317,"Sebastian Telfair, PG",Toronto Raptors,"$1,567,500"
318,"Tyler Zeller, C",Cleveland Cavaliers,"$1,563,120"
319,"Jodie Meeks, G",Los Angeles Lakers,"$1,550,000"
320,"Tobias Harris, F",Orlando Magic,"$1,545,840"
321,"Slava Kravtsov, C",Detroit Pistons,"$1,500,000"
322,"John Lucas III, PG",Toronto Raptors,"$1,500,000"
323,"Greg Oden, C",Miami Heat,"$1,500,000"
324,"Jeff Ayres, F",Indiana Pacers,"$1,500,000"
325,"Gary Forbes, F",Brooklyn Nets,"$1,500,000"
326,"James Jones, SG",Miami Heat,"$1,500,000"
327,"Gustavo Ayon, PF",Milwaukee Bucks,"$1,500,000"
328,"Jared Jeffries, PF",Portland Trail Blazers,"$1,475,106"
329,"Alexis Ajinca, C",LA Clippers,"$1,467,840"
330,"Elliot Williams, SG",Portland Trail Blazers,"$1,442,880"
331,"Tony Snell, SF",New Orleans Pelicans,"$1,409,040"
332,"Craig Brackins, PF",Philadelphia 76ers,"$1,404,960"
333,"Nando De Colo, G",San Antonio Spurs,"$1,400,000"
334,"Willie Green, SG",LA Clippers,"$1,399,507"
335,"Zydrunas Ilgauskas, C",Miami Heat,"$1,399,507"
336,"Eddie House, SG",Miami Heat,"$1,399,507"
337,"Rashard Lewis, PF",Miami Heat,"$1,399,507"
338,"Nolan Smith, PG",Portland Trail Blazers,"$1,365,720"
339,"Evan Fournier, SG",Denver Nuggets,"$1,361,400"
340,"Jamaal Tinsley, PG",Utah Jazz,"$1,352,181"
341,"Kurt Thomas, PF",New York Knicks,"$1,352,181"
342,"Roko-Leni Ukic, PG",Milwaukee Bucks,"$1,350,000"
343,"Kenneth Faried, F",Denver Nuggets,"$1,311,240"
344,"Jared Sullinger, C",Boston Celtics,"$1,306,920"
345,"Hamed Ehaddadi, C",Phoenix Suns,"$1,300,000"
346,"Victor Claver, PF",Portland Trail Blazers,"$1,300,000"
347,"Dominique Jones, SG",Dallas Mavericks,"$1,276,560"
348,"Reggie Jackson, PG",Oklahoma City Thunder,"$1,260,360"
349,"Fab Melo, C",Boston Celtics,"$1,254,720"
350,"Quincy Pondexter, F",Memphis Grizzlies,"$1,234,320"
351,"Sasha Pavlovic, SG",Portland Trail Blazers,"$1,232,713"
352,"John Jenkins, G",Atlanta Hawks,"$1,204,560"
353,"Hasheem Thabeet, C",Oklahoma City Thunder,"$1,200,000"
354,"Jordan Crawford, G",Boston Celtics,"$1,198,680"
355,"Greivis Vasquez, PG",New Orleans Hornets,"$1,191,240"
356,"Christian Eyenga, SF",Orlando Magic,"$1,174,080"
357,"MarShon Brooks, G",Brooklyn Nets,"$1,160,040"
358,"Jared Cunningham, G",Dallas Mavericks,"$1,156,320"
359,"Reggie Bullock Jr., SF",Houston Rockets,"$1,149,000"
360,"Ronnie Price, PG",Portland Trail Blazers,"$1,146,337"
361,"Jordan Hamilton, SG",Denver Nuggets,"$1,121,520"
362,"Jimmy Butler, SF",Chicago Bulls,"$1,112,880"
363,"Andre Roberson, F",Brooklyn Nets,"$1,110,840"
364,"Tony Wroten, SG",Memphis Grizzlies,"$1,110,120"
365,"Stephen Graham, SF",Milwaukee Bucks,"$1,106,941"
366,"Joey Graham, SF",Cleveland Cavaliers,"$1,106,941"
367,"JaJuan Johnson, PF",Houston Rockets,"$1,089,240"
368,"Patty Mills, PG",San Antonio Spurs,"$1,085,120"
369,"Perry Jones, SF",Oklahoma City Thunder,"$1,082,520"
370,"Marquis Teague, G",Chicago Bulls,"$1,074,720"
371,"Cory Joseph, PG",San Antonio Spurs,"$1,074,720"
372,"Miles Plumlee, C",Indiana Pacers,"$1,073,280"
373,"Alando Tucker, SF",Minnesota Timberwolves,"$1,071,720"
374,"Von Wafer, SG",Orlando Magic,"$1,069,509"
375,"Kelenna Azubuike, SF",Cleveland Cavaliers,"$1,069,509"
376,"Luke Harangody, PF",Cleveland Cavaliers,"$1,054,389"
377,"DeJuan Blair, C",San Antonio Spurs,"$1,054,000"
378,"Arnett Moultrie, PF",Philadelphia 76ers,"$1,042,320"
379,"Quinton Ross, SF",Brooklyn Nets,"$1,033,342"
380,"Jawad Williams, SF",Cleveland Cavaliers,"$1,029,389"
381,"Festus Ezeli, C",Golden State Warriors,"$1,020,960"
382,"Kyle Singler, F",Detroit Pistons,"$1,000,000"
383,"Jon Brockman, PF",Houston Rockets,"$1,000,000"
384,"C.J. Watson, PG",Brooklyn Nets,"$992,680"
385,"Brandan Wright, F",Dallas Mavericks,"$992,680"
386,"Ivan Johnson, PF",Atlanta Hawks,"$962,195"
387,"Daniel Orton, C",Oklahoma City Thunder,"$916,099"
388,"Ish Smith, PG",Milwaukee Bucks,"$910,941"
389,"Chandler Parsons, SF",Houston Rockets,"$888,250"
390,"Chase Budinger, SF",Minnesota Timberwolves,"$885,120"
391,"Henry Walker, SF",Miami Heat,"$885,120"
392,"DeMarre Carroll, F",Utah Jazz,"$885,120"
393,"Alexander Johnson, SF",Miami Heat,"$885,120"
394,"Pops Mensah-Bonsu, PF",Denver Nuggets,"$885,120"
395,"Salim Stoudamire, SG",Atlanta Hawks,"$884,881"
396,"Ryan Hollins, C",LA Clippers,"$884,293"
397,"Garrett Temple, SF",Washington Wizards,"$884,293"
398,"Nazr Mohammed, C",Chicago Bulls,"$884,293"
399,"Malcolm Thomas, PF",Chicago Bulls,"$884,293"
400,"Malcolm Lee, SG",Minnesota Timberwolves,"$884,293"
401,"E'Twaun Moore, G",Orlando Magic,"$884,293"
402,"DeAndre Liggins, G",Oklahoma City Thunder,"$884,293"
403,"P.J. Tucker, PF",Phoenix Suns,"$884,293"
404,"Patrick Ewing Jr., SF",New Orleans Pelicans,"$884,293"
405,"Lance Stephenson, G",Indiana Pacers,"$870,000"
406,"Quincy Douby, SG",Sacramento Kings,"$855,189"
407,"Marcus Haislip, F",San Antonio Spurs,"$855,189"
408,"Mouhamed Sene, C",New York Knicks,"$855,189"
409,"Anthony Roberson, SG",Chicago Bulls,"$855,189"
410,"Javaris Crittenton, PG",Washington Wizards,"$854,389"
411,"Darius Miles, SF",Memphis Grizzlies,"$854,389"
412,"Kyle Weaver, SG",Memphis Grizzlies,"$854,389"
413,"Luke Jackson, SF",Miami Heat,"$854,389"
414,"Josh Davis, SF",Memphis Grizzlies,"$854,389"
415,"Kenny Thomas, PF",Sacramento Kings,"$854,389"
416,"Jamaal Magloire, C",Toronto Raptors,"$854,389"
417,"Melvin Ely, C",Washington Wizards,"$854,389"
418,"Maurice Evans, SG",Washington Wizards,"$854,389"
419,"Hassan Whiteside, C",Utah Jazz,"$854,389"
420,"Trey Gilder, SF",Utah Jazz,"$854,389"
421,"Mike Harris, SF",Utah Jazz,"$854,389"
422,"Dwayne Jones II, PF",Utah Jazz,"$854,389"
423,"Royal Ivey, PG",Philadelphia 76ers,"$854,389"
424,"Derrick Brown, SF",San Antonio Spurs,"$854,389"
425,"Malik Hairston, SG",San Antonio Spurs,"$854,389"
426,"Darryl Watkins, C",New Orleans Pelicans,"$854,389"
427,"Trey Johnson, SG",Sacramento Kings,"$854,389"
428,"Antoine Wright, SF",Sacramento Kings,"$854,389"
429,"Sean May, C",Sacramento Kings,"$854,389"
430,"Luther Head, PG",Sacramento Kings,"$854,389"
