,NAME,TEAM,SALARY
61,"Paul Millsap, PF",Atlanta Hawks,"$9,500,000"
62,"Thaddeus Young, F",Brooklyn Nets,"$9,410,869"
63,"Tiago Splitter, C",San Antonio Spurs,"$9,250,000"
64,"Jeff Green, PF",Memphis Grizzlies,"$9,200,000"
65,"Jordan Hill, C",Los Angeles Lakers,"$9,000,000"
66,"Lance Stephenson, G",Charlotte Hornets,"$9,000,000"
67,"Mike Conley, PG",Memphis Grizzlies,"$8,694,216"
68,"Trevor Ariza, SF",Houston Rockets,"$8,579,089"
69,"Channing Frye, F",Orlando Magic,"$8,579,088"
70,"Marcus Thornton, SG",Phoenix Suns,"$8,575,000"
71,"Ryan Anderson, PF",New Orleans Pelicans,"$8,491,500"
72,"Jeremy Lin, G",Los Angeles Lakers,"$8,374,646"
73,"Omer Asik, C",New Orleans Pelicans,"$8,374,646"
74,"Monta Ellis, SG",Dallas Mavericks,"$8,360,000"
75,"Jeff Teague, PG",Atlanta Hawks,"$8,000,000"
76,"Brandon Jennings, G",Detroit Pistons,"$8,000,000"
77,"O.J. Mayo, SG",Milwaukee Bucks,"$8,000,000"
78,"George Hill, PG",Indiana Pacers,"$8,000,000"
79,"Taj Gibson, F",Chicago Bulls,"$8,000,000"
80,"Dirk Nowitzki, F",Dallas Mavericks,"$7,974,482"
81,"Ersan Ilyasova, PF",Milwaukee Bucks,"$7,900,000"
82,"Tayshaun Prince, SF",Detroit Pistons,"$7,707,865"
83,"Boris Diaw, C",San Antonio Spurs,"$7,500,000"
84,"Arron Afflalo, G",Portland Trail Blazers,"$7,500,000"
85,"Goran Dragic, PG",Miami Heat,"$7,500,000"
86,"Wesley Matthews, SG",Portland Trail Blazers,"$7,245,640"
87,"Isaiah Thomas, G",Boston Celtics,"$7,238,606"
88,"Avery Bradley, PG",Boston Celtics,"$7,191,011"
89,"Pau Gasol, PF",Chicago Bulls,"$7,128,000"
90,"Jose Calderon, G",New York Knicks,"$7,097,191"
91,"Kyrie Irving, PG",Cleveland Cavaliers,"$7,070,730"
92,"Manu Ginobili, G",San Antonio Spurs,"$7,000,000"
93,"Amir Johnson, F",Toronto Raptors,"$7,000,000"
94,"Marvin Williams, F",Charlotte Hornets,"$7,000,000"
95,"Brandon Bass, PF",Boston Celtics,"$6,900,000"
96,"Kevin Martin, SG",Minnesota Timberwolves,"$6,792,500"
97,"JJ Redick, SG",LA Clippers,"$6,792,500"
98,"Wilson Chandler, F",Denver Nuggets,"$6,757,913"
99,"Jason Richardson, SG",Philadelphia 76ers,"$6,601,125"
100,"JR Smith, G",Cleveland Cavaliers,"$6,515,510"
101,"Carl Landry, PF",Sacramento Kings,"$6,500,000"
102,"Greivis Vasquez, PG",Toronto Raptors,"$6,400,000"
103,"Derrick Williams, PF",Sacramento Kings,"$6,331,404"
104,"Jarrett Jack, G",Brooklyn Nets,"$6,300,000"
105,"Kyle Korver, G",Atlanta Hawks,"$6,253,521"
106,"Landry Fields, SG",Toronto Raptors,"$6,250,000"
107,"Robin Lopez, C",Portland Trail Blazers,"$6,124,729"
108,"Jason Thompson, PF",Sacramento Kings,"$6,037,500"
109,"Jodie Meeks, G",Detroit Pistons,"$6,000,000"
110,"Gerald Henderson, SG",Charlotte Hornets,"$6,000,000"
111,"Chuck Hayes, PF",Toronto Raptors,"$5,958,750"
112,"Jason Terry, G",Houston Rockets,"$5,850,313"
113,"Patrick Patterson, PF",Toronto Raptors,"$5,831,326"
114,"P.J. Tucker, PF",Phoenix Suns,"$5,700,000"
115,"Enes Freedom, C",Oklahoma City Thunder,"$5,694,674"
116,"Anthony Davis, PF",New Orleans Pelicans,"$5,607,240"
117,"Anthony Bennett, F",Minnesota Timberwolves,"$5,563,920"
118,"Andrew Wiggins, SF",Minnesota Timberwolves,"$5,510,640"
119,"Greg Monroe, C",Detroit Pistons,"$5,479,934"
120,"Jamal Crawford, G",LA Clippers,"$5,450,000"
121,"Courtney Lee, G",Memphis Grizzlies,"$5,450,000"
122,"Lou Williams, SG",Toronto Raptors,"$5,450,000"
123,"JJ Hickson, C",Denver Nuggets,"$5,381,750"
124,"Martell Webster, SF",Washington Wizards,"$5,381,750"
125,"Chris Andersen, PF",Miami Heat,"$5,375,000"
126,"Nikola Mirotic, F",Chicago Bulls,"$5,305,000"
127,"Spencer Hawes, PF",LA Clippers,"$5,305,000"
128,"Paul Pierce, SF",Washington Wizards,"$5,305,000"
129,"Shaun Livingston, G",Golden State Warriors,"$5,305,000"
130,"Josh McRoberts, PF",Miami Heat,"$5,305,000"
131,"Keith Bogans, SG",Philadelphia 76ers,"$5,285,817"
132,"Zaza Pachulia, C",Milwaukee Bucks,"$5,200,000"
133,"Tristan Thompson, C",Cleveland Cavaliers,"$5,138,430"
134,"Michael Kidd-Gilchrist, F",Charlotte Hornets,"$5,016,960"
135,"Chase Budinger, SF",Minnesota Timberwolves,"$5,000,000"
136,"Trevor Booker, F",Utah Jazz,"$5,000,000"
137,"Brandan Wright, F",Phoenix Suns,"$5,000,000"
138,"Nick Young, G",Los Angeles Lakers,"$4,994,420"
139,"Victor Oladipo, SG",Orlando Magic,"$4,978,200"
140,"Jabari Parker, PF",Milwaukee Bucks,"$4,930,560"
141,"Luis Scola, F",Indiana Pacers,"$4,868,499"
142,"Tony Allen, SG",Memphis Grizzlies,"$4,831,461"
143,"Chris Kaman, C",Portland Trail Blazers,"$4,800,000"
144,"Darren Collison, PG",Sacramento Kings,"$4,797,664"
145,"Kostas Papanikolaou, SF",Houston Rockets,"$4,797,664"
146,"Corey Brewer, F",Houston Rockets,"$4,702,500"
147,"Ricky Rubio, PG",Minnesota Timberwolves,"$4,660,479"
148,"Andre Miller, PG",Sacramento Kings,"$4,650,000"
149,"Timofey Mozgov, C",Cleveland Cavaliers,"$4,650,000"
150,"Bradley Beal, SG",Washington Wizards,"$4,505,280"
151,"Caron Butler, SF",Detroit Pistons,"$4,500,000"
152,"Jonas Jerebko, F",Boston Celtics,"$4,500,000"
153,"Ben Gordon, SG",Orlando Magic,"$4,500,000"
154,"Otto Porter Jr., SF",Washington Wizards,"$4,470,480"
155,"Joel Embiid, C",Philadelphia 76ers,"$4,427,640"
156,"Luc Mbah a Moute, F",Philadelphia 76ers,"$4,382,576"
157,"Kris Humphries, PF",Washington Wizards,"$4,250,000"
158,"Jared Dudley, SF",Milwaukee Bucks,"$4,250,000"
159,"CJ Miles, G",Indiana Pacers,"$4,205,000"
160,"Thabo Sefolosha, F",Atlanta Hawks,"$4,150,000"
161,"Dion Waiters, G",Oklahoma City Thunder,"$4,062,000"
162,"Samuel Dalembert, C",New York Knicks,"$4,051,527"
163,"Cody Zeller, C",Charlotte Hornets,"$4,030,560"
164,"Danny Green, F",San Antonio Spurs,"$4,025,000"
165,"Ian Mahinmi, C",Indiana Pacers,"$4,000,000"
166,"Mario Chalmers, G",Miami Heat,"$4,000,000"
167,"Aaron Gordon, PF",Orlando Magic,"$3,992,040"
168,"Mo Williams, PG",Charlotte Hornets,"$3,965,074"
169,"Vince Carter, G",Memphis Grizzlies,"$3,911,981"
170,"Kevin Seraphin, C",Washington Wizards,"$3,898,692"
171,"Devin Harris, G",Dallas Mavericks,"$3,878,896"
172,"Bismack Biyombo, C",Charlotte Hornets,"$3,873,398"
173,"Patty Mills, PG",San Antonio Spurs,"$3,842,105"
174,"Raymond Felton, G",Dallas Mavericks,"$3,793,693"
175,"Jonas Valanciunas, C",Toronto Raptors,"$3,678,360"
176,"Thomas Robinson, F",Philadelphia 76ers,"$3,678,360"
177,"Marreese Speights, F",Golden State Warriors,"$3,657,500"
178,"Alex Len, C",Phoenix Suns,"$3,649,920"
179,"Dante Exum, G",Utah Jazz,"$3,615,000"
180,"Brandon Knight, PG",Phoenix Suns,"$3,553,917"
181,"Gerald Green, G",Phoenix Suns,"$3,500,000"
182,"Darrell Arthur, F",Denver Nuggets,"$3,457,149"
183,"Steve Novak, SF",Oklahoma City Thunder,"$3,445,947"
184,"Matt Barnes, SF",LA Clippers,"$3,396,250"
185,"Mirza Teletovic, PF",Brooklyn Nets,"$3,368,100"
186,"Damian Lillard, PG",Portland Trail Blazers,"$3,340,920"
187,"Mike Scott, PF",Atlanta Hawks,"$3,333,333"
188,"Tyler Hansbrough, PF",Toronto Raptors,"$3,326,235"
189,"Andrei Kirilenko, SF",Brooklyn Nets,"$3,326,235"
190,"Mike Dunleavy, SG",Chicago Bulls,"$3,326,235"
191,"Nerlens Noel, C",Philadelphia 76ers,"$3,315,120"
192,"Marcus Smart, PG",Boston Celtics,"$3,283,320"
193,"Alexey Shved, PG",New York Knicks,"$3,282,056"
194,"Bojan Bogdanovic, SF",Brooklyn Nets,"$3,278,000"
195,"Evan Turner, G",Boston Celtics,"$3,278,000"
196,"Jason Smith, F",New York Knicks,"$3,278,000"
197,"Kemba Walker, PG",Charlotte Hornets,"$3,272,091"
198,"Carlos Boozer, PF",Los Angeles Lakers,"$3,251,000"
199,"Carlos Delfino, SG",LA Clippers,"$3,250,000"
200,"Gary Neal, PG",Minnesota Timberwolves,"$3,250,000"
201,"Anthony Morrow, SG",Oklahoma City Thunder,"$3,200,000"
202,"Dorell Wright, SF",Portland Trail Blazers,"$3,150,000"
203,"Quincy Pondexter, F",New Orleans Pelicans,"$3,146,068"
204,"Chris Copeland, SF",Indiana Pacers,"$3,135,000"
205,"Klay Thompson, SG",Golden State Warriors,"$3,075,880"
206,"Harrison Barnes, SF",Golden State Warriors,"$3,049,920"
207,"Alec Burks, SG",Utah Jazz,"$3,034,356"
208,"Ben McLemore, SG",Sacramento Kings,"$3,026,280"
209,"Joel Freeland, C",Portland Trail Blazers,"$3,013,512"
210,"Kosta Koufos, C",Memphis Grizzlies,"$3,000,000"
211,"Travis Outlaw, SF",Philadelphia 76ers,"$3,000,000"
212,"Randy Foye, SG",Denver Nuggets,"$3,000,000"
213,"Jerryd Bayless, G",Milwaukee Bucks,"$3,000,000"
214,"D.J. Augustin, G",Oklahoma City Thunder,"$3,000,000"
215,"Anthony Tolliver, PF",Detroit Pistons,"$3,000,000"
216,"Julius Randle, PF",Los Angeles Lakers,"$2,997,360"
217,"Markieff Morris, PF",Phoenix Suns,"$2,989,239"
218,"Furkan Aldemir, PF",Philadelphia 76ers,"$2,963,232"
219,"Marcus Morris Sr., F",Phoenix Suns,"$2,943,221"
220,"Will Bynum, PG",Washington Wizards,"$2,915,908"
221,"Kawhi Leonard, SF",San Antonio Spurs,"$2,894,059"
222,"Marco Belinelli, G",San Antonio Spurs,"$2,873,750"
223,"Terrence Ross, G",Toronto Raptors,"$2,793,960"
224,"Kentavious Caldwell-Pope, SG",Detroit Pistons,"$2,772,480"
225,"Nikola Vucevic, C",Orlando Magic,"$2,751,260"
226,"Luke Ridnour, PG",Orlando Magic,"$2,750,000"
227,"Nik Stauskas, G",Sacramento Kings,"$2,745,840"
228,"Brian Roberts, PG",Charlotte Hornets,"$2,732,000"
229,"Udonis Haslem, PF",Miami Heat,"$2,732,000"
230,"Jameer Nelson, G",Denver Nuggets,"$2,732,000"
231,"Mike Miller, SG",Cleveland Cavaliers,"$2,732,000"
232,"Kirk Hinrich, SG",Chicago Bulls,"$2,732,000"
233,"Iman Shumpert, G",Cleveland Cavaliers,"$2,616,975"
234,"Andre Drummond, C",Detroit Pistons,"$2,568,360"
235,"Trey Burke, PG",Utah Jazz,"$2,548,560"
236,"Noah Vonleh, PF",Charlotte Hornets,"$2,524,200"
237,"James Johnson, PF",Toronto Raptors,"$2,500,000"
238,"DeMarre Carroll, F",Atlanta Hawks,"$2,442,455"
239,"Austin Rivers, SG",LA Clippers,"$2,439,840"
240,"Shelvin Mack, G",Atlanta Hawks,"$2,433,333"
241,"CJ McCollum, SG",Portland Trail Blazers,"$2,421,000"
242,"Tobias Harris, F",Orlando Magic,"$2,380,594"
243,"Meyers Leonard, C",Portland Trail Blazers,"$2,317,920"
244,"Michael Carter-Williams, G",Milwaukee Bucks,"$2,300,040"
245,"Doug McDermott, SF",Chicago Bulls,"$2,277,960"
246,"Kenneth Faried, F",Denver Nuggets,"$2,249,768"
247,"Nick Collison, F",Oklahoma City Thunder,"$2,242,003"
248,"Brendan Haywood, C",Cleveland Cavaliers,"$2,213,668"
249,"Reggie Jackson, PG",Detroit Pistons,"$2,204,369"
250,"Jeremy Lamb, SG",Oklahoma City Thunder,"$2,202,000"
251,"Steven Adams, C",Oklahoma City Thunder,"$2,184,960"
252,"Vitor Faverani, C",Boston Celtics,"$2,090,000"
253,"Aron Baynes, C",San Antonio Spurs,"$2,077,000"
254,"Ramon Sessions, G",Washington Wizards,"$2,077,000"
255,"Jordan Farmar, PG",LA Clippers,"$2,077,000"
256,"C.J. Watson, PG",Indiana Pacers,"$2,077,000"
257,"Danny Granger, SF",Miami Heat,"$2,077,000"
258,"Beno Udrih, PG",Memphis Grizzlies,"$2,077,000"
259,"Steve Blake, PG",Portland Trail Blazers,"$2,077,000"
260,"Josh Smith, PF",Houston Rockets,"$2,077,000"
261,"Kelly Olynyk, PF",Boston Celtics,"$2,075,760"
262,"Zach LaVine, SG",Minnesota Timberwolves,"$2,055,840"
263,"Cory Joseph, PG",San Antonio Spurs,"$2,023,261"
264,"Jimmy Butler, SF",Chicago Bulls,"$2,008,748"
265,"Kent Bazemore, SF",Atlanta Hawks,"$2,000,000"
266,"DeJuan Blair, C",Washington Wizards,"$2,000,000"
267,"John Salmons, SF",New Orleans Pelicans,"$2,000,000"
268,"Elton Brand, PF",Atlanta Hawks,"$2,000,000"
269,"John Henson, F",Milwaukee Bucks,"$1,987,320"
270,"Shabazz Muhammad, F",Minnesota Timberwolves,"$1,971,960"
271,"T.J. Warren, SF",Phoenix Suns,"$1,953,120"
272,"Maurice Harkless, SF",Orlando Magic,"$1,887,840"
273,"Giannis Antetokounmpo, PF",Milwaukee Bucks,"$1,873,200"
274,"Adreian Payne, PF",Minnesota Timberwolves,"$1,855,320"
275,"Jeff Ayres, F",San Antonio Spurs,"$1,828,750"
276,"Anthony Randolph, SF",Madrid Real Madrid,"$1,825,359"
277,"Jeremy Evans, F",Utah Jazz,"$1,794,871"
278,"Joffrey Lauvergne, F",Denver Nuggets,"$1,790,281"
279,"Reggie Evans, C",Sacramento Kings,"$1,768,653"
280,"Lucas Nogueira, C",Toronto Raptors,"$1,762,680"
281,"Jusuf Nurkic, C",Denver Nuggets,"$1,762,680"
282,"Luigi Datome, SF",Boston Celtics,"$1,750,000"
283,"Zoran Dragic, SG",Miami Heat,"$1,706,225"
284,"Tyler Zeller, C",Boston Celtics,"$1,703,760"
285,"Dennis Schroder, PG",Atlanta Hawks,"$1,690,680"
286,"James Young, G",Boston Celtics,"$1,674,480"
287,"Pablo Prigioni, PG",Houston Rockets,"$1,662,961"
288,"Ryan Kelly, PF",Los Angeles Lakers,"$1,650,000"
289,"Shane Larkin, G",New York Knicks,"$1,606,080"
290,"Tyler Ennis, G",Milwaukee Bucks,"$1,590,720"
291,"Sergey Karasev, SG",Brooklyn Nets,"$1,533,840"
292,"Gary Harris, SG",Denver Nuggets,"$1,519,200"
293,"Ronny Turiaf, C",Minnesota Timberwolves,"$1,500,000"
294,"Miroslav Raduljica, C",Minnesota Timberwolves,"$1,500,000"
295,"Evan Fournier, SG",Orlando Magic,"$1,483,920"
296,"Tony Snell, SF",Chicago Bulls,"$1,472,400"
297,"Scotty Hopson, G",Oklahoma City Thunder,"$1,450,878"
298,"Willie Green, SG",Orlando Magic,"$1,448,490"
299,"Lamar Odom, PF",New York Knicks,"$1,448,490"
300,"Mike James, PG",Chicago Bulls,"$1,448,490"
301,"Jared Sullinger, C",Boston Celtics,"$1,424,520"
302,"Gorgui Dieng, C",Minnesota Timberwolves,"$1,413,480"
303,"Mitch McGary, PF",Oklahoma City Thunder,"$1,400,040"
304,"Victor Claver, PF",Portland Trail Blazers,"$1,370,000"
305,"Mason Plumlee, C",Brooklyn Nets,"$1,357,080"
306,"Jordan Adams, SG",Memphis Grizzlies,"$1,344,120"
307,"Melvin Ely, C",Washington Wizards,"$1,316,809"
308,"John Jenkins, G",Atlanta Hawks,"$1,312,920"
309,"Josh Powell, PF",Milwaukee Bucks,"$1,310,286"
310,"Ronnie Brewer, SF",Chicago Bulls,"$1,310,286"
311,"Solomon Hill, SF",Indiana Pacers,"$1,302,840"
312,"Rodney Hood, SG",Utah Jazz,"$1,290,360"
313,"Alan Anderson, SG",Brooklyn Nets,"$1,276,061"
314,"Tim Hardaway Jr., SF",New York Knicks,"$1,250,640"
315,"Hasheem Thabeet, C",Detroit Pistons,"$1,250,000"
316,"Pero Antic, PF",Atlanta Hawks,"$1,250,000"
317,"Shabazz Napier, G",Miami Heat,"$1,238,640"
318,"Shawne Williams, SF",Detroit Pistons,"$1,227,985"
319,"Aaron Gray, C",Detroit Pistons,"$1,227,985"
320,"Shavlik Randolph, PF",Boston Celtics,"$1,227,985"
321,"Tony Wroten, SG",Philadelphia 76ers,"$1,210,080"
322,"Reggie Bullock Jr., SF",Phoenix Suns,"$1,200,720"
323,"Clint Capela, C",Houston Rockets,"$1,189,200"
324,"Miles Plumlee, C",Milwaukee Bucks,"$1,169,880"
325,"Andre Roberson, F",Oklahoma City Thunder,"$1,160,880"
326,"P.J. Hairston, SF",Charlotte Hornets,"$1,149,720"
327,"Hilton Armstrong, PF",Golden State Warriors,"$1,145,685"
328,"Cartier Martin, PF",Detroit Pistons,"$1,145,685"
329,"Arnett Moultrie, PF",New York Knicks,"$1,136,160"
330,"Perry Jones, SF",Oklahoma City Thunder,"$1,129,200"
331,"Rudy Gobert, C",Utah Jazz,"$1,127,400"
332,"Marquis Teague, G",Memphis Grizzlies,"$1,120,920"
333,"Festus Ezeli, C",Golden State Warriors,"$1,112,880"
334,"Archie Goodwin, SG",Phoenix Suns,"$1,112,280"
335,"CJ Wilcox, G",LA Clippers,"$1,109,760"
336,"Nemanja Nedovic, PG",Golden State Warriors,"$1,104,240"
337,"Damjan Rudez, SF",Indiana Pacers,"$1,100,000"
338,"Kyle Anderson, SF",San Antonio Spurs,"$1,093,680"
339,"Kyle Singler, F",Oklahoma City Thunder,"$1,090,000"
340,"Xavier Henry, SG",Los Angeles Lakers,"$1,082,000"
341,"Robert Covington, PF",Philadelphia 76ers,"$1,000,000"
342,"Garrett Temple, SF",Washington Wizards,"$981,084"
343,"Luke Babbitt, F",New Orleans Pelicans,"$981,084"
344,"Ed Davis, C",Los Angeles Lakers,"$981,084"
345,"Alexis Ajinca, C",New Orleans Pelicans,"$981,084"
346,"Al-Farouq Aminu, SF",Dallas Mavericks,"$981,084"
347,"Jon Leuer, F",Memphis Grizzlies,"$967,500"
348,"Josh Harrellson, C",Washington Wizards,"$948,163"
349,"E'Twaun Moore, G",Chicago Bulls,"$948,163"
350,"Greg Smith, PF",Dallas Mavericks,"$948,163"
351,"Jeremy Tyler, C",Houston Rockets,"$948,163"
352,"Donald Sloan, G",Indiana Pacers,"$948,163"
353,"Joey Dorsey, PF",Houston Rockets,"$948,163"
354,"Jeffery Taylor, SF",Charlotte Hornets,"$915,243"
355,"Jason Maxiell, PF",Charlotte Hornets,"$915,243"
356,"Jannero Pargo, PG",Charlotte Hornets,"$915,243"
357,"Omri Casspi, F",Sacramento Kings,"$915,243"
358,"Ryan Hollins, C",Sacramento Kings,"$915,243"
359,"Will Barton, G",Denver Nuggets,"$915,243"
360,"Lavoy Allen, F",Indiana Pacers,"$915,243"
361,"Wesley Johnson, F",Los Angeles Lakers,"$915,243"
362,"Drew Gooden, PF",Washington Wizards,"$915,243"
363,"Henry Sims, C",Philadelphia 76ers,"$915,243"
364,"Ekpe Udoh, F",LA Clippers,"$915,243"
365,"Darius Miller, SF",New Orleans Pelicans,"$915,243"
366,"Chris Wright, SF",Oklahoma City Thunder,"$915,243"
367,"Sebastian Telfair, PG",Oklahoma City Thunder,"$915,243"
368,"Nazr Mohammed, C",Chicago Bulls,"$915,243"
369,"Matt Bonner, C",San Antonio Spurs,"$915,243"
370,"Diante Garrett, PG",Portland Trail Blazers,"$915,243"
371,"Greg Stiemsma, C",Toronto Raptors,"$915,243"
372,"Quincy Acy, F",New York Knicks,"$915,243"
373,"Jimmer Fredette, G",New Orleans Pelicans,"$915,243"
374,"Ronnie Price, PG",Los Angeles Lakers,"$915,243"
375,"Leandro Barbosa, G",Golden State Warriors,"$915,243"
376,"Kyle O'Quinn, C",Orlando Magic,"$915,243"
377,"Jarvis Varnado, PF",Philadelphia 76ers,"$915,243"
378,"Kyrylo Fesenko, C",Minnesota Timberwolves,"$915,243"
379,"Aaron Brooks, G",Chicago Bulls,"$915,243"
380,"Rasual Butler, SF",Washington Wizards,"$915,243"
381,"Khris Middleton, SF",Milwaukee Bucks,"$915,243"
382,"Kendall Marshall, PG",Milwaukee Bucks,"$915,243"
383,"Jae Crowder, PF",Boston Celtics,"$915,243"
384,"Patrick Beverley, PG",Houston Rockets,"$915,243"
385,"Shannon Brown, PG",Miami Heat,"$915,243"
386,"Wayne Ellington, SG",Los Angeles Lakers,"$915,243"
387,"Glen Davis, PF",LA Clippers,"$915,243"
388,"Hedo Turkoglu, SF",LA Clippers,"$915,243"
389,"Rodney Stuckey, PG",Indiana Pacers,"$915,243"
390,"Francisco Garcia, SG",Houston Rockets,"$915,243"
391,"Draymond Green, PF",Golden State Warriors,"$915,243"
392,"Jared Cunningham, G",LA Clippers,"$915,243"
393,"Alonzo Gee, SF",Portland Trail Blazers,"$915,243"
394,"Richard Jefferson, F",Dallas Mavericks,"$915,243"
395,"Doron Lamb, SG",Dallas Mavericks,"$915,243"
396,"Ivan Johnson, PF",Dallas Mavericks,"$915,243"
397,"Charlie Villanueva, PF",Dallas Mavericks,"$915,243"
398,"Rashard Lewis, PF",Dallas Mavericks,"$915,243"
399,"James Jones, SG",Cleveland Cavaliers,"$915,243"
400,"Shawn Marion, SG",Cleveland Cavaliers,"$915,243"
401,"Robert Sacre, C",Los Angeles Lakers,"$915,243"
402,"Chris Douglas-Roberts, SG",LA Clippers,"$915,243"
403,"Cole Aldrich, C",New York Knicks,"$915,243"
404,"J.J. Barea, G",Dallas Mavericks,"$909,859"
405,"Jerami Grant, SF",Philadelphia 76ers,"$884,879"
406,"Devyn Marble, G",Orlando Magic,"$884,879"
407,"Joe Harris, SF",Cleveland Cavaliers,"$884,879"
408,"Robbie Hummel, SF",Minnesota Timberwolves,"$880,000"
409,"Allen Crabbe, G",Portland Trail Blazers,"$862,000"
410,"Ish Smith, PG",Philadelphia 76ers,"$861,405"
411,"Damien Inglis, SF",New York Knicks,"$820,000"
412,"Isaiah Canaan, G",Philadelphia 76ers,"$816,842"
413,"Ray McCallum, PG",Sacramento Kings,"$816,482"
414,"Nick Calathes, SG",Memphis Grizzlies,"$816,482"
415,"Justin Hamilton, C",Minnesota Timberwolves,"$816,482"
416,"Carrick Felix, SG",Washington Wizards,"$816,482"
417,"Glen Rice Jr., SG",Washington Wizards,"$816,482"
418,"Casper Ware, G",Melbourne Melbourne United,"$816,482"
419,"Nate Wolters, PG",New Orleans Pelicans,"$816,482"
420,"Mike Muscala, C",Atlanta Hawks,"$816,482"
421,"Matthew Dellavedova, PG",Cleveland Cavaliers,"$816,482"
422,"Hollis Thompson, F",Philadelphia 76ers,"$816,482"
423,"Grant Jerrett, PF",Utah Jazz,"$816,482"
424,"James Southerland, SF",Portland Trail Blazers,"$816,482"
425,"Dewayne Dedmon, C",Orlando Magic,"$816,482"
426,"Peyton Siva, PG",Orlando Magic,"$816,482"
427,"Brandon Davies, PF",Brooklyn Nets,"$816,482"
428,"Tony Mitchell, PF",Maccabi Haifa Maccabi Haifa,"$816,482"
429,"Phil Pressey, PG",Boston Celtics,"$816,482"
430,"Chris Babb, SG",Golden State Warriors,"$816,482"
431,"Ognjen Kuzmic, C",Golden State Warriors,"$816,482"
