,NAME,TEAM,SALARY
33,"Otto Porter Jr., SF",Orlando Magic,"$28,489,237"
34,"DeMar DeRozan, SF",San Antonio Spurs,"$27,739,975"
35,"Giannis Antetokounmpo, PF",Milwaukee Bucks,"$27,528,090"
36,"Rudy Gobert, C",Utah Jazz,"$27,525,281"
37,"Al Horford, C",Oklahoma City Thunder,"$27,500,000"
38,"Jamal Murray, PG",Denver Nuggets,"$27,285,000"
39,"Brandon Ingram, SF",New Orleans Pelicans,"$27,285,000"
40,"Jrue Holiday, PG",Milwaukee Bucks,"$26,231,111"
41,"Nikola Vucevic, C",Chicago Bulls,"$26,000,000"
42,"Chandler Parsons, SF",Atlanta Hawks,"$25,102,511"
43,"Buddy Hield, SG",Sacramento Kings,"$24,701,834"
44,"LaMarcus Aldridge, C",Brooklyn Nets,"$24,000,000"
45,"Jaylen Brown, SG",Boston Celtics,"$23,735,118"
46,"Draymond Green, PF",Golden State Warriors,"$22,246,956"
47,"Harrison Barnes, SF",Sacramento Kings,"$22,215,909"
48,"Fred VanVleet, PG",Toronto Raptors,"$21,250,000"
49,"Victor Oladipo, SG",Miami Heat,"$21,000,000"
50,"Malcolm Brogdon, PG",Indiana Pacers,"$20,700,000"
51,"Domantas Sabonis, PF",Indiana Pacers,"$19,800,000"
52,"Gary Harris, SG",Orlando Magic,"$19,610,714"
53,"Danilo Gallinari, PF",Atlanta Hawks,"$19,500,000"
54,"Zach LaVine, SG",Chicago Bulls,"$19,500,000"
55,"Jerami Grant, SF",Detroit Pistons,"$19,050,000"
56,"Tim Hardaway Jr., SF",Dallas Mavericks,"$18,975,000"
57,"Julius Randle, PF",New York Knicks,"$18,900,000"
58,"Terry Rozier, SG",Charlotte Hornets,"$18,900,000"
59,"Allen Crabbe, G",Minnesota Timberwolves,"$18,500,000"
60,"Aaron Gordon, PF",Denver Nuggets,"$18,136,364"
61,"Goran Dragic, PG",Miami Heat,"$18,000,000"
62,"Myles Turner, C",Indiana Pacers,"$18,000,000"
63,"Bogdan Bogdanovic, SG",Atlanta Hawks,"$18,000,000"
64,"Bojan Bogdanovic, SF",Utah Jazz,"$17,850,000"
65,"Evan Fournier, SG",Boston Celtics,"$17,150,000"
66,"Ricky Rubio, PG",Minnesota Timberwolves,"$17,000,000"
67,"Eric Bledsoe, SG",New Orleans Pelicans,"$16,875,000"
68,"Eric Gordon, SG",Houston Rockets,"$16,869,276"
69,"Timofey Mozgov, C",Orlando Magic,"$16,720,000"
70,"Caris LeVert, SG",Indiana Pacers,"$16,203,704"
71,"Joe Harris, SF",Brooklyn Nets,"$16,071,429"
72,"James Johnson, PF",New Orleans Pelicans,"$16,047,100"
73,"Dennis Schroder, PG",Los Angeles Lakers,"$16,000,000"
74,"Clint Capela, C",Atlanta Hawks,"$16,000,000"
75,"Cody Zeller, C",Charlotte Hornets,"$15,415,730"
76,"Danny Green, F",Philadelphia 76ers,"$15,365,853"
77,"Davis Bertans, SF",Washington Wizards,"$15,000,000"
78,"Andre Iguodala, F",Miami Heat,"$15,000,000"
79,"Jonas Valanciunas, C",Memphis Grizzlies,"$15,000,000"
80,"Marcus Morris Sr., F",LA Clippers,"$14,888,721"
81,"Luke Babbitt, F",Miami Heat,"$14,651,700"
82,"Rudy Gay, SF",San Antonio Spurs,"$14,500,000"
83,"Kelly Oubre Jr., SG",Golden State Warriors,"$14,375,000"
84,"Dejounte Murray, SG",San Antonio Spurs,"$14,286,000"
85,"Will Barton, G",Denver Nuggets,"$13,723,214"
86,"Marcin Gortat, C",LA Clippers,"$13,565,218"
87,"Thaddeus Young, F",Chicago Bulls,"$13,545,000"
88,"Patty Mills, PG",San Antonio Spurs,"$13,535,714"
89,"Terrence Ross, G",Orlando Magic,"$13,500,000"
90,"Marcus Smart, PG",Boston Celtics,"$13,446,428"
91,"Malik Beasley, SG",Minnesota Timberwolves,"$13,425,895"
92,"Patrick Beverley, PG",LA Clippers,"$13,333,333"
93,"Christian Wood, F",Houston Rockets,"$13,015,873"
94,"JJ Redick, SG",Dallas Mavericks,"$13,013,700"
95,"Justise Winslow, PF",Memphis Grizzlies,"$13,000,000"
96,"Jusuf Nurkic, C",Portland Trail Blazers,"$12,888,889"
97,"Trevor Ariza, SF",Miami Heat,"$12,800,000"
98,"Courtney Lee, G",Dallas Mavericks,"$12,759,670"
99,"Brook Lopez, C",Milwaukee Bucks,"$12,697,674"
100,"Cory Joseph, PG",Detroit Pistons,"$12,600,000"
101,"Kelly Olynyk, PF",Houston Rockets,"$12,598,243"
102,"Miles Plumlee, C",Memphis Grizzlies,"$12,500,000"
103,"T.J. Warren, SF",Indiana Pacers,"$12,500,000"
104,"Nikola Mirotic, F",Milwaukee Bucks,"$12,500,000"
105,"Tyreke Evans, G",Indiana Pacers,"$12,400,000"
106,"Markelle Fultz, PG",Orlando Magic,"$12,288,697"
107,"Taurean Prince, PF",Cleveland Cavaliers,"$12,250,000"
108,"Tony Snell, SF",Atlanta Hawks,"$12,178,571"
109,"Robert Covington, PF",Portland Trail Blazers,"$12,138,345"
110,"Kentavious Caldwell-Pope, SG",Los Angeles Lakers,"$12,073,020"
111,"Larry Nance Jr., PF",Cleveland Cavaliers,"$11,709,091"
112,"Zach Randolph, F",Dallas Mavericks,"$11,692,308"
113,"Jordan Clarkson, PG",Utah Jazz,"$11,500,000"
114,"Spencer Dinwiddie, PG",Brooklyn Nets,"$11,454,048"
115,"Dillon Brooks, SF",Memphis Grizzlies,"$11,400,000"
116,"Omer Asik, C",Chicago Bulls,"$11,286,516"
117,"Dwight Powell, C",Dallas Mavericks,"$11,080,125"
118,"Lonzo Ball, PG",New Orleans Pelicans,"$11,003,782"
119,"Josh Richardson, SG",Dallas Mavericks,"$10,865,952"
120,"Norman Powell, G",Portland Trail Blazers,"$10,865,952"
121,"Joe Ingles, SG",Utah Jazz,"$10,863,637"
122,"Jeremy Lamb, SG",Indiana Pacers,"$10,500,000"
123,"DeAndre Jordan, C",Brooklyn Nets,"$10,375,678"
124,"Zion Williamson, PF",New Orleans Pelicans,"$10,245,480"
125,"Rodney Hood, SG",Toronto Raptors,"$10,047,450"
126,"Tomas Satoransky, SG",Chicago Bulls,"$10,000,000"
127,"Darren Collison, PG",Los Angeles Lakers,"$10,000,000"
128,"Jayson Tatum, SF",Boston Celtics,"$9,897,120"
129,"Anthony Edwards, SG",Minnesota Timberwolves,"$9,757,440"
130,"Al-Farouq Aminu, SF",Chicago Bulls,"$9,720,900"
131,"Dante Exum, G",Cleveland Cavaliers,"$9,600,000"
132,"George Hill, PG",Philadelphia 76ers,"$9,590,602"
133,"De'Anthony Melton, SG",Memphis Grizzlies,"$9,571,712"
134,"Deandre Ayton, C",Phoenix Suns,"$9,562,920"
135,"Kyle Anderson, SF",Memphis Grizzlies,"$9,505,100"
136,"Meyers Leonard, C",Miami Heat,"$9,400,000"
137,"Montrezl Harrell, C",Los Angeles Lakers,"$9,258,000"
138,"Jae Crowder, PF",Phoenix Suns,"$9,258,000"
139,"Serge Ibaka, F",LA Clippers,"$9,258,000"
140,"Derrick Jones Jr., SF",Portland Trail Blazers,"$9,258,000"
141,"Tristan Thompson, C",Boston Celtics,"$9,258,000"
142,"Derrick Favors, F",Utah Jazz,"$9,258,000"
143,"Dario Saric, PF",Phoenix Suns,"$9,250,000"
144,"Ja Morant, PG",Memphis Grizzlies,"$9,166,800"
145,"Delon Wright, SG",Sacramento Kings,"$9,000,000"
146,"Marvin Bagley III, PF",Sacramento Kings,"$8,963,640"
147,"Cedi Osman, SF",Cleveland Cavaliers,"$8,840,580"
148,"Tyus Jones, PG",Memphis Grizzlies,"$8,817,143"
149,"James Wiseman, C",Golden State Warriors,"$8,730,240"
150,"Royce O'Neale, PF",Utah Jazz,"$8,500,000"
151,"Thomas Bryant, C",Washington Wizards,"$8,333,333"
152,"CJ Miles, G",Boston Celtics,"$8,333,333"
153,"Maxi Kleber, PF",Dallas Mavericks,"$8,325,000"
154,"RJ Barrett, SG",New York Knicks,"$8,231,760"
155,"Jakob Poeltl, C",San Antonio Spurs,"$8,101,852"
156,"De'Aaron Fox, PG",Sacramento Kings,"$8,099,627"
157,"Luka Doncic, PG",Dallas Mavericks,"$8,049,360"
158,"Mason Plumlee, C",Detroit Pistons,"$8,000,000"
159,"Lou Williams, SG",Atlanta Hawks,"$8,000,000"
160,"P.J. Tucker, PF",Milwaukee Bucks,"$7,969,537"
161,"LaMelo Ball, PG",Charlotte Hornets,"$7,839,960"
162,"Seth Curry, SG",Philadelphia 76ers,"$7,834,449"
163,"Derrick Rose, PG",New York Knicks,"$7,682,927"
164,"Cristiano Felicio, PF",Chicago Bulls,"$7,529,020"
165,"Rajon Rondo, PG",LA Clippers,"$7,500,000"
166,"Darrell Arthur, F",Phoenix Suns,"$7,464,912"
167,"De'Andre Hunter, SF",Atlanta Hawks,"$7,422,000"
168,"Jonathan Isaac, PF",Orlando Magic,"$7,362,566"
169,"Doug McDermott, SF",Indiana Pacers,"$7,333,333"
170,"Robin Lopez, C",Washington Wizards,"$7,300,000"
171,"Jaren Jackson Jr., PF",Memphis Grizzlies,"$7,257,360"
172,"JaMychal Green, F",Denver Nuggets,"$7,199,760"
173,"Patrick Williams, PF",Chicago Bulls,"$7,068,360"
174,"Aron Baynes, C",Toronto Raptors,"$7,000,000"
175,"Darius Miller, SF",Oklahoma City Thunder,"$7,000,000"
176,"Ivica Zubac, C",LA Clippers,"$7,000,000"
177,"Chris Boucher, PF",Toronto Raptors,"$6,750,000"
178,"Lauri Markkanen, PF",Chicago Bulls,"$6,731,508"
179,"Darius Garland, PG",Cleveland Cavaliers,"$6,720,720"
180,"D.J. Augustin, G",Houston Rockets,"$6,666,667"
181,"Trae Young, PG",Atlanta Hawks,"$6,571,800"
182,"Juancho Hernangomez, PF",Minnesota Timberwolves,"$6,493,000"
183,"Isaac Okoro, SF",Cleveland Cavaliers,"$6,400,920"
184,"Milos Teodosic, G",LA Clippers,"$6,300,000"
185,"Frank Ntilikina, PG",New York Knicks,"$6,176,578"
186,"Wesley Johnson, F",Washington Wizards,"$6,134,520"
187,"Jarrett Culver, G",Minnesota Timberwolves,"$6,104,280"
188,"Ish Smith, PG",Washington Wizards,"$6,000,000"
189,"Alec Burks, SG",New York Knicks,"$6,000,000"
190,"Mo Bamba, C",Orlando Magic,"$5,969,040"
191,"Onyeka Okongwu, PF",Atlanta Hawks,"$5,813,640"
192,"Justin Holiday, SF",Indiana Pacers,"$5,720,000"
193,"Jonathon Simmons, G",Washington Wizards,"$5,700,000"
194,"Dennis Smith Jr., PG",Detroit Pistons,"$5,686,677"
195,"Avery Bradley, PG",Houston Rockets,"$5,635,000"
196,"Coby White, PG",Chicago Bulls,"$5,572,680"
197,"Trey Lyles, PF",San Antonio Spurs,"$5,500,000"
198,"Alex Abrines, G",Oklahoma City Thunder,"$5,455,236"
199,"Jason Smith, F",New Orleans Pelicans,"$5,450,000"
200,"Wendell Carter Jr., C",Orlando Magic,"$5,448,840"
201,"Zach Collins, PF",San Antonio Spurs,"$5,406,255"
202,"Malik Monk, SG",Charlotte Hornets,"$5,345,687"
203,"Killian Hayes, G",Detroit Pistons,"$5,307,120"
204,"Alexis Ajinca, C",LA Clippers,"$5,285,394"
205,"Luke Kennard, SG",LA Clippers,"$5,273,826"
206,"Donovan Mitchell, SG",Utah Jazz,"$5,195,501"
207,"Rodney McGruder, G",Detroit Pistons,"$5,192,307"
208,"Bam Adebayo, C",Miami Heat,"$5,115,492"
209,"Jaxson Hayes, C",New Orleans Pelicans,"$5,105,160"
210,"Richaun Holmes, F",Sacramento Kings,"$5,005,350"
211,"Mike Scott, PF",Philadelphia 76ers,"$5,005,350"
212,"Ed Davis, C",Minnesota Timberwolves,"$5,005,350"
213,"Enes Freedom, C",Portland Trail Blazers,"$5,005,350"
214,"Nerlens Noel, C",New York Knicks,"$5,000,000"
215,"Daniel Theis, C",Chicago Bulls,"$5,000,000"
216,"Dirk Nowitzki, F",Dallas Mavericks,"$5,000,000"
217,"Kyle Singler, F",Oklahoma City Thunder,"$4,996,000"
218,"Collin Sexton, PG",Cleveland Cavaliers,"$4,991,880"
219,"Pat Connaughton, SG",Milwaukee Bucks,"$4,938,272"
220,"Obi Toppin, PF",New York Knicks,"$4,862,040"
221,"Josh Jackson, SG",Detroit Pistons,"$4,767,000"
222,"Garrett Temple, SF",Chicago Bulls,"$4,767,000"
223,"Kris Dunn, G",Atlanta Hawks,"$4,767,000"
224,"Rui Hachimura, PF",Washington Wizards,"$4,692,840"
225,"Denzel Valentine, G",Chicago Bulls,"$4,642,800"
226,"Kevin Knox II, SF",New York Knicks,"$4,588,680"
227,"D.J. Wilson, F",Houston Rockets,"$4,548,280"
228,"Deni Avdija, SF",Washington Wizards,"$4,469,160"
229,"Kevon Looney, F",Golden State Warriors,"$4,464,226"
230,"Cam Reddish, SF",Atlanta Hawks,"$4,458,000"
231,"T.J. Leaf, PF",Portland Trail Blazers,"$4,326,825"
232,"Jalen Smith, PF",Phoenix Suns,"$4,245,720"
233,"JaVale McGee, C",Denver Nuggets,"$4,200,000"
234,"Reggie Bullock Jr., SF",New York Knicks,"$4,200,000"
235,"Mikal Bridges, SF",Phoenix Suns,"$4,161,000"
236,"Shai Gilgeous-Alexander, PG",Oklahoma City Thunder,"$4,141,320"
237,"John Collins, PF",Atlanta Hawks,"$4,137,302"
238,"Nicolo Melli, PF",Dallas Mavericks,"$4,102,564"
239,"Willie Cauley-Stein, C",Dallas Mavericks,"$4,100,000"
240,"Devin Vassell, SG",San Antonio Spurs,"$4,033,440"
241,"Cameron Johnson, SF",Phoenix Suns,"$4,033,440"
242,"P.J. Washington, PF",Charlotte Hornets,"$4,023,600"
243,"Patrick McCaw, SF",Toronto Raptors,"$4,000,000"
244,"Dorian Finney-Smith, PF",Dallas Mavericks,"$4,000,000"
245,"Terrance Ferguson, SF",Philadelphia 76ers,"$3,944,013"
246,"Miles Bridges, SF",Charlotte Hornets,"$3,934,320"
247,"Jevon Carter, PG",Phoenix Suns,"$3,925,000"
248,"Jarrett Allen, C",Cleveland Cavaliers,"$3,909,902"
249,"OG Anunoby, SF",Toronto Raptors,"$3,872,215"
250,"Gabriel Deck, SF",Oklahoma City Thunder,"$3,870,370"
251,"Tyrese Haliburton, PG",Sacramento Kings,"$3,831,840"
252,"Stanley Johnson, SF",Toronto Raptors,"$3,804,150"
253,"Jake Layman, F",Minnesota Timberwolves,"$3,761,085"
254,"Jerome Robinson, SG",Washington Wizards,"$3,737,520"
255,"Danuel House Jr., SF",Houston Rockets,"$3,717,000"
256,"Kira Lewis Jr., G",New Orleans Pelicans,"$3,640,200"
257,"Romeo Langford, SG",Boston Celtics,"$3,631,200"
258,"Bobby Portis, F",Milwaukee Bucks,"$3,623,000"
259,"Maurice Harkless, SF",Sacramento Kings,"$3,623,000"
260,"Wesley Matthews, SG",Los Angeles Lakers,"$3,623,000"
261,"Kyle Kuzma, SF",Los Angeles Lakers,"$3,562,178"
262,"Allonzo Trier, G",New York Knicks,"$3,551,000"
263,"Michael Porter Jr., SF",Denver Nuggets,"$3,550,800"
264,"Tony Bradley, C",Oklahoma City Thunder,"$3,542,060"
265,"Derrick White, PG",San Antonio Spurs,"$3,516,284"
266,"Bismack Biyombo, C",Charlotte Hornets,"$3,500,000"
267,"Michael Beasley, F",Brooklyn Nets,"$3,500,000"
268,"Luca Vildoza, G",Milwaukee Bucks,"$3,500,000"
269,"T.J. McConnell, PG",Indiana Pacers,"$3,500,000"
270,"Boban Marjanovic, C",Dallas Mavericks,"$3,500,000"
271,"Josh Hart, SG",New Orleans Pelicans,"$3,491,159"
272,"Aaron Nesmith, SF",Boston Celtics,"$3,458,400"
273,"Sekou Doumbouya, SF",Detroit Pistons,"$3,449,400"
274,"Michael Carter-Williams, G",Orlando Magic,"$3,300,000"
275,"James Ennis III, F",Orlando Magic,"$3,300,000"
276,"Cole Anthony, PG",Orlando Magic,"$3,285,120"
277,"Troy Brown Jr., SF",Chicago Bulls,"$3,219,480"
278,"Chuma Okeke, F",Orlando Magic,"$3,121,080"
279,"Isaiah Stewart, C",Detroit Pistons,"$3,121,080"
280,"Nickeil Alexander-Walker, SG",New Orleans Pelicans,"$3,113,160"
281,"Patrick Patterson, PF",LA Clippers,"$3,077,704"
282,"Donte DiVincenzo, SG",Milwaukee Bucks,"$3,044,160"
283,"Trey Burke, PG",Dallas Mavericks,"$3,000,000"
284,"Khem Birch, C",Toronto Raptors,"$3,000,000"
285,"Ryan Arcidiacono, G",Chicago Bulls,"$3,000,000"
286,"Aleksej Pokusevski, F",Oklahoma City Thunder,"$2,964,840"
287,"Goga Bitadze, C",Indiana Pacers,"$2,957,520"
288,"Luka Samanic, F",San Antonio Spurs,"$2,892,000"
289,"Lonnie Walker IV, G",San Antonio Spurs,"$2,892,000"
290,"Josh Green, SG",Dallas Mavericks,"$2,816,760"
291,"Kevin Huerter, SG",Atlanta Hawks,"$2,761,920"
292,"Alex Caruso, SG",Los Angeles Lakers,"$2,750,000"
293,"Matisse Thybulle, SG",Philadelphia 76ers,"$2,711,280"
294,"Saddiq Bey, SF",Detroit Pistons,"$2,689,920"
295,"Josh Okogie, SF",Minnesota Timberwolves,"$2,651,040"
296,"Marko Guduric, G",Memphis Grizzlies,"$2,625,000"
297,"Brandon Clarke, PF",Memphis Grizzlies,"$2,602,920"
298,"Precious Achiuwa, PF",Miami Heat,"$2,582,160"
299,"Tyler Herro, PG",Miami Heat,"$2,582,160"
300,"Marc Gasol, C",Los Angeles Lakers,"$2,564,753"
301,"Nene Hilario, C",Atlanta Hawks,"$2,564,753"
302,"Grayson Allen, SG",Memphis Grizzlies,"$2,545,320"
303,"Manu Ginobili, G",San Antonio Spurs,"$2,500,000"
304,"Grant Williams, PF",Boston Celtics,"$2,498,760"
305,"Tyrese Maxey, PG",Philadelphia 76ers,"$2,478,840"
306,"Emeka Okafor, C",Philadelphia 76ers,"$2,445,085"
307,"Kendrick Perkins, C",Cleveland Cavaliers,"$2,445,085"
308,"Chandler Hutchison, SF",Washington Wizards,"$2,443,440"
309,"Tyler Zeller, C",Atlanta Hawks,"$2,436,046"
310,"Aaron Holiday, G",Indiana Pacers,"$2,345,640"
311,"Darius Bazley, F",Oklahoma City Thunder,"$2,339,160"
312,"Bryn Forbes, SG",Milwaukee Bucks,"$2,337,145"
313,"Ty Jerome, SG",Oklahoma City Thunder,"$2,303,040"
314,"Zeke Nnaji, PF",Denver Nuggets,"$2,284,800"
315,"Mike Muscala, C",Oklahoma City Thunder,"$2,283,034"
316,"Ben McLemore, SG",Los Angeles Lakers,"$2,283,034"
317,"Anfernee Simons, SG",Portland Trail Blazers,"$2,252,040"
318,"Brad Wanamaker, PG",Charlotte Hornets,"$2,250,000"
319,"Luke Kornet, C",Boston Celtics,"$2,250,000"
320,"Brandon Jennings, G",Milwaukee Bucks,"$2,222,803"
321,"Nassir Little, SF",Portland Trail Blazers,"$2,210,640"
322,"Payton Pritchard, PG",Boston Celtics,"$2,193,480"
323,"R.J. Hampton, G",Orlando Magic,"$2,193,040"
324,"Edmond Sumner, PG",Indiana Pacers,"$2,160,000"
325,"Dylan Windler, G",Cleveland Cavaliers,"$2,137,440"
326,"Immanuel Quickley, SG",New York Knicks,"$2,105,520"
327,"John Konchar, SG",Memphis Grizzlies,"$2,100,000"
328,"Landry Shamet, SG",Brooklyn Nets,"$2,090,040"
329,"Jordan Poole, SG",Golden State Warriors,"$2,063,280"
330,"Bol Bol, C",Denver Nuggets,"$2,058,240"
331,"Sean Kilpatrick, G",Chicago Bulls,"$2,054,856"
332,"Keldon Johnson, SF",San Antonio Spurs,"$2,048,040"
333,"Robert Williams III, C",Boston Celtics,"$2,029,920"
334,"Jacob Evans, G",New York Knicks,"$2,017,320"
335,"Kenrich Williams, SF",Oklahoma City Thunder,"$2,000,000"
336,"Theo Maledon, PG",Oklahoma City Thunder,"$2,000,000"
337,"Damyean Dotson, SG",Cleveland Cavaliers,"$2,000,000"
338,"Gary Clark, F",Philadelphia 76ers,"$2,000,000"
339,"Omari Rasulala Spellman, F",New York Knicks,"$1,988,280"
340,"Cameron Payne, PG",Phoenix Suns,"$1,977,011"
341,"Udoka Azubuike, C",Utah Jazz,"$1,977,000"
342,"Jaden McDaniels, PF",Minnesota Timberwolves,"$1,964,760"
343,"Malachi Flynn, PG",Toronto Raptors,"$1,950,600"
344,"Desmond Bane, SG",Memphis Grizzlies,"$1,936,440"
345,"Jontay Porter, C",Memphis Grizzlies,"$1,900,000"
346,"Jahlil Okafor, C",Detroit Pistons,"$1,882,867"
347,"Marquese Chriss, SF",Golden State Warriors,"$1,824,003"
348,"David Nwaba, SF",Houston Rockets,"$1,824,003"
349,"DeAndre Liggins, G",Miami Heat,"$1,795,015"
350,"Georges Niang, SF",Utah Jazz,"$1,783,557"
351,"PJ Dozier, G",Denver Nuggets,"$1,762,796"
352,"Damion Lee, SG",Golden State Warriors,"$1,762,796"
353,"Furkan Korkmaz, SG",Philadelphia 76ers,"$1,762,796"
354,"Alfonzo McKinnie, F",Los Angeles Lakers,"$1,762,796"
355,"Abdel Nader, SF",Phoenix Suns,"$1,752,950"
356,"Semi Ojeleye, PF",Boston Celtics,"$1,752,950"
357,"DeAndre' Bembry, SG",Toronto Raptors,"$1,737,145"
358,"Kevin Porter Jr., G",Houston Rockets,"$1,717,981"
359,"Shake Milton, SG",Philadelphia 76ers,"$1,701,593"
360,"Thanasis Antetokounmpo, SF",Milwaukee Bucks,"$1,701,593"
361,"Brandon Goodwin, G",Atlanta Hawks,"$1,701,593"
362,"Jonah Bolden, PF",Phoenix Suns,"$1,698,450"
363,"Wes Iwundu, F",New Orleans Pelicans,"$1,678,854"
364,"Dragan Bender, F",Golden State Warriors,"$1,678,854"
365,"Isaac Bonga, G",Washington Wizards,"$1,663,861"
366,"Gary Trent Jr., SG",Toronto Raptors,"$1,663,861"
367,"Bruce Brown, SF",Brooklyn Nets,"$1,663,861"
368,"Hamidou Diallo, G",Detroit Pistons,"$1,663,861"
369,"Kendrick Nunn, G",Miami Heat,"$1,663,861"
370,"Mitchell Robinson, C",New York Knicks,"$1,663,861"
371,"Jalen Brunson, PG",Dallas Mavericks,"$1,663,861"
372,"Keita Bates-Diop, SF",San Antonio Spurs,"$1,663,861"
373,"Duncan Robinson, F",Miami Heat,"$1,663,861"
374,"Svi Mykhailiuk, SG",Oklahoma City Thunder,"$1,663,861"
375,"Jarred Vanderbilt, PF",Minnesota Timberwolves,"$1,663,361"
376,"Julyan Stone, G",Chicago Bulls,"$1,656,092"
377,"MarShon Brooks, G",Chicago Bulls,"$1,656,092"
378,"Wenyen Gabriel, F",New Orleans Pelicans,"$1,620,564"
379,"Shaquille Harrison, G",Denver Nuggets,"$1,620,564"
380,"Isaiah Taylor, G",Toronto Raptors,"$1,620,564"
381,"Hassan Whiteside, C",Sacramento Kings,"$1,620,564"
382,"Tyler Johnson, G",Brooklyn Nets,"$1,620,564"
383,"Tyler Lydon, F",Sacramento Kings,"$1,620,564"
384,"Quinn Cook, PG",Cleveland Cavaliers,"$1,620,564"
385,"Matthew Dellavedova, PG",Cleveland Cavaliers,"$1,620,564"
386,"Kent Bazemore, SF",Golden State Warriors,"$1,620,564"
387,"Drew Eubanks, PF",San Antonio Spurs,"$1,620,564"
388,"Isaiah Thomas, G",New Orleans Pelicans,"$1,620,564"
389,"Nicolas Batum, PF",LA Clippers,"$1,620,564"
390,"E'Twaun Moore, G",Phoenix Suns,"$1,620,564"
391,"Isaiah Hartenstein, C",Cleveland Cavaliers,"$1,620,564"
392,"Solomon Hill, SF",Atlanta Hawks,"$1,620,564"
393,"Josh Gray, G",Brooklyn Nets,"$1,620,564"
394,"Wilson Chandler, F",Brooklyn Nets,"$1,620,564"
395,"Glenn Robinson III, F",Sacramento Kings,"$1,620,564"
396,"Udonis Haslem, PF",Miami Heat,"$1,620,564"
397,"Harry Giles III, PF",Portland Trail Blazers,"$1,620,564"
398,"Sterling Brown, SF",Houston Rockets,"$1,620,564"
399,"Wayne Ellington, SG",Detroit Pistons,"$1,620,564"
400,"Jared Dudley, SF",Los Angeles Lakers,"$1,620,564"
401,"Dwight Howard, C",Philadelphia 76ers,"$1,620,564"
402,"Carmelo Anthony, PF",Portland Trail Blazers,"$1,620,564"
403,"JaKarr Sampson, SF",Indiana Pacers,"$1,620,564"
404,"Langston Galloway, SG",Phoenix Suns,"$1,620,564"
405,"Frank Kaminsky, PF",Phoenix Suns,"$1,620,564"
406,"Ryan Anderson, PF",Houston Rockets,"$1,620,564"
407,"Jeff Green, PF",Brooklyn Nets,"$1,620,564"
408,"Gerald Green, G",Houston Rockets,"$1,620,564"
409,"Reggie Jackson, PG",LA Clippers,"$1,620,564"
410,"Markieff Morris, PF",Los Angeles Lakers,"$1,620,564"
411,"J.J. Barea, G",Dallas Mavericks,"$1,620,564"
412,"Thon Maker, F",Cleveland Cavaliers,"$1,620,564"
413,"Jarell Martin, F",Cleveland Cavaliers,"$1,620,564"
414,"Raul Neto, PG",Washington Wizards,"$1,620,564"
415,"Torrey Craig, SF",Phoenix Suns,"$1,620,564"
416,"Willy Hernangomez, C",New Orleans Pelicans,"$1,620,564"
417,"Joe Johnson, G",Boston Celtics,"$1,620,564"
418,"Vince Carter, G",Atlanta Hawks,"$1,620,564"
419,"Dwight Buycks, G",Detroit Pistons,"$1,600,520"
420,"Monte Morris, PG",Denver Nuggets,"$1,588,231"
421,"Antonio Blakeney, G",Chicago Bulls,"$1,588,231"
422,"Tyrone Wallace, G",New Orleans Pelicans,"$1,588,231"
