,NAME,TEAM,SALARY
79,"Anderson Varejao, C",Cleveland Cavaliers,"$7,700,000"
80,"Brendan Haywood, C",Dallas Mavericks,"$7,624,500"
81,"Leandro Barbosa, G",Indiana Pacers,"$7,600,000"
82,"James Posey, SF",Indiana Pacers,"$7,595,600"
83,"Raymond Felton, G",Portland Trail Blazers,"$7,560,000"
84,"Charlie Villanueva, PF",Detroit Pistons,"$7,540,000"
85,"Marcus Thornton, SG",Sacramento Kings,"$7,525,000"
86,"Marvin Williams, F",Atlanta Hawks,"$7,500,000"
87,"Tyrus Thomas, PF",Charlotte Bobcats,"$7,305,785"
88,"Marcin Gortat, C",Phoenix Suns,"$7,258,960"
89,"Kendrick Perkins, C",Oklahoma City Thunder,"$7,123,626"
90,"Marko Jaric, PG",Brooklyn Nets,"$7,100,000"
91,"Samuel Dalembert, C",Houston Rockets,"$7,000,000"
92,"Derrick Rose, PG",Chicago Bulls,"$6,993,708"
93,"Beno Udrih, PG",Milwaukee Bucks,"$6,925,400"
94,"DeSagana Diop, C",Charlotte Bobcats,"$6,925,400"
95,"Trevor Ariza, SF",New Orleans Hornets,"$6,790,640"
96,"Metta World Peace, SF",Los Angeles Lakers,"$6,790,640"
97,"Kwame Brown, C",Golden State Warriors,"$6,750,000"
98,"JJ Redick, SG",Orlando Magic,"$6,750,000"
99,"Morris Peterson, SG",Oklahoma City Thunder,"$6,665,000"
100,"Andres Nocioni, SF",Philadelphia 76ers,"$6,650,000"
101,"Mike Conley, PG",Memphis Grizzlies,"$6,611,571"
102,"Jerome James, C",Chicago Bulls,"$6,600,000"
103,"Wesley Matthews, SG",Portland Trail Blazers,"$6,505,320"
104,"Grant Hill, SF",Phoenix Suns,"$6,500,000"
105,"Josh Childress, F",Phoenix Suns,"$6,500,000"
106,"Andray Blatche, C",Washington Wizards,"$6,442,083"
107,"Rasheed Wallace, PF",New York Knicks,"$6,322,320"
108,"Glen Davis, PF",Orlando Magic,"$6,300,000"
109,"Tayshaun Prince, SF",Detroit Pistons,"$6,292,135"
110,"Michael Beasley, F",Minnesota Timberwolves,"$6,262,347"
111,"Drew Gooden, PF",Milwaukee Bucks,"$6,226,200"
112,"Al Harrington, PF",Denver Nuggets,"$6,226,200"
113,"Jermaine O'Neal, C",Boston Celtics,"$6,226,200"
114,"Francisco Garcia, SG",Sacramento Kings,"$6,100,000"
115,"Amir Johnson, F",Toronto Raptors,"$6,000,000"
116,"Channing Frye, F",Phoenix Suns,"$6,000,000"
117,"Luke Walton, SF",Cleveland Cavaliers,"$5,971,363"
118,"Kyle Lowry, PG",Houston Rockets,"$5,750,000"
119,"Blake Griffin, PF",LA Clippers,"$5,731,080"
120,"O.J. Mayo, SG",Memphis Grizzlies,"$5,632,637"
121,"Nenad Krstic, C",Bilbao Basket Bilbao Basket,"$5,543,116"
122,"John Wall, PG",Washington Wizards,"$5,530,080"
123,"Wilson Chandler, F",Denver Nuggets,"$5,516,664"
124,"Chuck Hayes, PF",Sacramento Kings,"$5,486,250"
125,"Sasha Vujacic, SG",New York Knicks,"$5,475,113"
126,"Mike Miller, SG",Miami Heat,"$5,400,000"
127,"Jason Richardson, SG",Orlando Magic,"$5,395,000"
128,"Evan Turner, G",Philadelphia 76ers,"$5,293,080"
129,"Martell Webster, SF",Minnesota Timberwolves,"$5,256,000"
130,"Tyreke Evans, G",Sacramento Kings,"$5,251,825"
131,"Antonio McDyess, PF",San Antonio Spurs,"$5,220,000"
132,"Speedy Claxton, PG",Atlanta Hawks,"$5,209,454"
133,"Lou Williams, SG",Philadelphia 76ers,"$5,176,000"
134,"Kyrie Irving, PG",Cleveland Cavaliers,"$5,144,280"
135,"Hasheem Thabeet, C",Portland Trail Blazers,"$5,127,720"
136,"Russell Westbrook, PG",Oklahoma City Thunder,"$5,082,416"
137,"Jason Maxiell, PF",Detroit Pistons,"$5,000,000"
138,"Jamal Crawford, G",Portland Trail Blazers,"$5,000,000"
139,"Kyle Korver, G",Chicago Bulls,"$5,000,000"
140,"Luc Mbah a Moute, F",Milwaukee Bucks,"$5,000,000"
141,"Richard Hamilton, SG",Chicago Bulls,"$5,000,000"
142,"Jarrett Jack, G",New Orleans Hornets,"$5,000,000"
143,"Marcus Banks, PG",New Orleans Pelicans,"$4,847,586"
144,"Darius Songaila, PF",Philadelphia 76ers,"$4,818,000"
145,"Darko Milicic, C",Minnesota Timberwolves,"$4,776,500"
146,"Derrick Favors, F",Utah Jazz,"$4,753,320"
147,"Brad Miller, C",Minnesota Timberwolves,"$4,752,000"
148,"Zaza Pachulia, C",Atlanta Hawks,"$4,750,000"
149,"Ronnie Brewer, SF",Chicago Bulls,"$4,710,000"
150,"Kevin Love, PF",Minnesota Timberwolves,"$4,609,701"
151,"James Harden, SG",Oklahoma City Thunder,"$4,604,760"
152,"Derrick Williams, PF",Minnesota Timberwolves,"$4,602,720"
153,"Linas Kleiza, SF",Toronto Raptors,"$4,600,000"
154,"Nikola Pekovic, C",Minnesota Timberwolves,"$4,503,600"
155,"Jonas Jerebko, F",Detroit Pistons,"$4,500,000"
156,"Jeff Green, PF",Houston Rockets,"$4,455,988"
157,"Daniel Gibson, SG",Cleveland Cavaliers,"$4,403,834"
158,"Enes Freedom, C",Utah Jazz,"$4,319,280"
159,"J.J. Barea, G",Minnesota Timberwolves,"$4,300,000"
160,"Ramon Sessions, G",Los Angeles Lakers,"$4,257,973"
161,"Randy Foye, SG",LA Clippers,"$4,250,000"
162,"Jared Dudley, SF",Phoenix Suns,"$4,250,000"
163,"Brandon Bass, PF",Boston Celtics,"$4,250,000"
164,"Chris Andersen, PF",Denver Nuggets,"$4,234,000"
165,"Danilo Gallinari, PF",Denver Nuggets,"$4,190,182"
166,"Bruce Bowen, SF",San Antonio Spurs,"$4,100,000"
167,"Charlie Bell, SG",Golden State Warriors,"$4,099,920"
168,"Greg Buckner, SG",Memphis Grizzlies,"$4,080,915"
169,"Udonis Haslem, PF",Miami Heat,"$4,060,000"
170,"Spencer Hawes, PF",Philadelphia 76ers,"$4,051,024"
171,"Wesley Johnson, F",Minnesota Timberwolves,"$4,006,080"
172,"Jordan Farmar, PG",New Jersey Nets,"$4,000,000"
173,"Anthony Morrow, SG",New Jersey Nets,"$4,000,000"
174,"Hakim Warrick, PF",Phoenix Suns,"$4,000,000"
175,"Mario Chalmers, G",Miami Heat,"$4,000,000"
176,"Steve Blake, PG",Los Angeles Lakers,"$4,000,000"
177,"Ryan Gomes, SF",LA Clippers,"$4,000,000"
178,"Tiago Splitter, C",San Antonio Spurs,"$3,944,000"
179,"Matt Carroll, SG",Charlotte Bobcats,"$3,900,000"
180,"DeMarcus Cousins, C",Sacramento Kings,"$3,880,800"
181,"Eric Gordon, SG",New Orleans Hornets,"$3,831,184"
182,"Dorell Wright, SF",Golden State Warriors,"$3,823,000"
183,"Nazr Mohammed, C",Oklahoma City Thunder,"$3,750,000"
184,"Mike Dunleavy, SG",Milwaukee Bucks,"$3,750,000"
185,"Tristan Thompson, C",Cleveland Cavaliers,"$3,726,600"
186,"CJ Miles, G",Utah Jazz,"$3,700,000"
187,"Nick Young, G",LA Clippers,"$3,695,857"
188,"Luke Ridnour, PG",Minnesota Timberwolves,"$3,680,000"
189,"Matt Bonner, C",San Antonio Spurs,"$3,630,000"
190,"Shannon Brown, PG",Phoenix Suns,"$3,500,000"
191,"Carlos Delfino, SG",Milwaukee Bucks,"$3,500,000"
192,"Shaun Livingston, G",Milwaukee Bucks,"$3,500,000"
193,"Ricky Rubio, PG",Minnesota Timberwolves,"$3,480,120"
194,"Raja Bell, SG",Utah Jazz,"$3,480,000"
195,"Jonny Flynn, PG",Portland Trail Blazers,"$3,414,720"
196,"C.J. Watson, PG",Chicago Bulls,"$3,400,000"
197,"Marco Belinelli, G",New Orleans Hornets,"$3,377,604"
198,"DeMar DeRozan, SF",Toronto Raptors,"$3,344,250"
199,"Timofey Mozgov, C",Denver Nuggets,"$3,343,896"
200,"Daequan Cook, SG",Oklahoma City Thunder,"$3,341,558"
201,"Thabo Sefolosha, F",Oklahoma City Thunder,"$3,300,000"
202,"Ekpe Udoh, F",Milwaukee Bucks,"$3,294,960"
203,"Nick Collison, F",Oklahoma City Thunder,"$3,272,997"
204,"Chris Duhon, PG",Orlando Magic,"$3,250,000"
205,"Will Bynum, PG",Detroit Pistons,"$3,250,000"
206,"Johan Petro, C",New Jersey Nets,"$3,250,000"
207,"D.J. Augustin, G",Charlotte Bobcats,"$3,236,470"
208,"Tony Allen, SG",Memphis Grizzlies,"$3,150,000"
209,"Shawne Williams, SF",New Jersey Nets,"$3,135,000"
210,"Shane Battier, SF",Miami Heat,"$3,135,000"
211,"Stephen Curry, PG",Golden State Warriors,"$3,117,120"
212,"Brook Lopez, C",New Jersey Nets,"$3,076,983"
213,"Jan Vesely, PF",Washington Wizards,"$3,065,040"
214,"Corey Brewer, F",Denver Nuggets,"$3,059,000"
215,"Jerryd Bayless, G",Toronto Raptors,"$3,042,280"
216,"Greg Monroe, C",Detroit Pistons,"$3,007,920"
217,"Jason Thompson, PF",Sacramento Kings,"$3,001,284"
218,"Travis Outlaw, SF",Sacramento Kings,"$3,000,000"
219,"Jeff Foster, PF",Indiana Pacers,"$3,000,000"
220,"Josh McRoberts, PF",Los Angeles Lakers,"$3,000,000"
221,"Chris Wilcox, PF",Boston Celtics,"$3,000,000"
222,"Vince Carter, G",Dallas Mavericks,"$3,000,000"
223,"Anthony Randolph, SF",Minnesota Timberwolves,"$2,911,231"
224,"Robin Lopez, C",Phoenix Suns,"$2,862,602"
225,"Julian Wright, SF",Toronto Raptors,"$2,858,057"
226,"Jordan Hill, C",Los Angeles Lakers,"$2,855,760"
227,"Mark Madsen, PF",Minnesota Timberwolves,"$2,840,000"
228,"James Johnson, PF",Toronto Raptors,"$2,812,006"
229,"Bismack Biyombo, C",Charlotte Bobcats,"$2,798,040"
230,"Lou Amundson, PF",Indiana Pacers,"$2,763,450"
231,"Al-Farouq Aminu, SF",New Orleans Hornets,"$2,755,560"
232,"Eduardo Najera, PF",Charlotte Bobcats,"$2,750,000"
233,"Marreese Speights, F",Memphis Grizzlies,"$2,721,255"
234,"Gordon Hayward, SF",Utah Jazz,"$2,709,720"
235,"Dahntay Jones, SG",Indiana Pacers,"$2,700,000"
236,"David Andersen, C",Fenerbahce Ulker Fenerbahce Ulker,"$2,685,185"
237,"Jrue Holiday, PG",Philadelphia 76ers,"$2,674,852"
238,"Roy Hibbert, C",Indiana Pacers,"$2,588,590"
239,"Brandon Knight, PG",Detroit Pistons,"$2,563,320"
240,"Ersan Ilyasova, PF",Milwaukee Bucks,"$2,541,000"
241,"Kenyon Martin, F",LA Clippers,"$2,500,000"
242,"Aaron Gray, C",Toronto Raptors,"$2,500,000"
243,"Reggie Williams, SF",Charlotte Bobcats,"$2,500,000"
244,"Jason Smith, F",New Orleans Hornets,"$2,500,000"
245,"DeShawn Stevenson, SG",New Jersey Nets,"$2,500,000"
246,"Brandon Jennings, G",Milwaukee Bucks,"$2,493,720"
247,"JaVale McGee, C",Denver Nuggets,"$2,462,400"
248,"Quentin Richardson, SF",Orlando Magic,"$2,446,200"
249,"Paul George, F",Indiana Pacers,"$2,406,240"
250,"Ricky Davis, SG",LA Clippers,"$2,400,000"
251,"Kemba Walker, PG",Charlotte Bobcats,"$2,356,320"
252,"JJ Hickson, C",Portland Trail Blazers,"$2,354,537"
253,"Jimmer Fredette, G",Sacramento Kings,"$2,339,040"
254,"JR Smith, G",New York Knicks,"$2,338,709"
255,"Derek Fisher, PG",Oklahoma City Thunder,"$2,329,545"
256,"Cole Aldrich, C",Oklahoma City Thunder,"$2,286,000"
257,"Gerald Henderson, SG",Charlotte Bobcats,"$2,250,600"
258,"Anthony Parker, SG",Cleveland Cavaliers,"$2,250,000"
259,"Keyon Dooling, PG",Boston Celtics,"$2,246,400"
260,"Ben Wallace, PF",Detroit Pistons,"$2,246,400"
261,"Ryan Anderson, PF",Orlando Magic,"$2,244,601"
262,"Courtney Lee, G",Houston Rockets,"$2,225,093"
263,"Ed Davis, C",Toronto Raptors,"$2,207,040"
264,"Kosta Koufos, C",Denver Nuggets,"$2,203,792"
265,"Xavier Henry, SG",New Orleans Hornets,"$2,171,640"
266,"Nicolas Batum, PF",Portland Trail Blazers,"$2,155,365"
267,"Josh Howard, SF",Utah Jazz,"$2,150,000"
268,"Tyler Hansbrough, PF",Indiana Pacers,"$2,138,040"
269,"Klay Thompson, SG",Golden State Warriors,"$2,126,520"
270,"Alec Burks, SG",Utah Jazz,"$2,111,160"
271,"Goran Dragic, PG",Houston Rockets,"$2,108,000"
272,"Anthony Johnson, PG",Orlando Magic,"$2,062,800"
273,"Brent Barry, SG",Houston Rockets,"$2,062,800"
274,"Anthony Tolliver, PF",Minnesota Timberwolves,"$2,050,000"
275,"Darrell Arthur, F",Phoenix Suns,"$2,027,119"
276,"Aaron Brooks, G",Minnesota Timberwolves,"$2,016,692"
277,"Markieff Morris, PF",Phoenix Suns,"$2,005,560"
278,"D.J. White, PF",Charlotte Bobcats,"$2,001,167"
279,"Chauncey Billups, PG",LA Clippers,"$2,000,032"
280,"Dante Cunningham, F",Memphis Grizzlies,"$2,000,000"
281,"Earl Watson, PG",Utah Jazz,"$2,000,000"
282,"Rasho Nesterovic, C",Toronto Raptors,"$1,990,000"
283,"Patrick Patterson, PF",Houston Rockets,"$1,959,960"
284,"Austin Daye, SF",Detroit Pistons,"$1,929,600"
285,"Matt Barnes, SF",Los Angeles Lakers,"$1,906,200"
286,"Luke Babbitt, F",Portland Trail Blazers,"$1,892,280"
287,"Larry Sanders, PF",Milwaukee Bucks,"$1,861,920"
288,"Omer Asik, C",Chicago Bulls,"$1,857,500"
289,"Dikembe Mutombo, C",Houston Rockets,"$1,823,280"
290,"Marcus Morris Sr., F",Houston Rockets,"$1,823,280"
291,"Kawhi Leonard, SF",San Antonio Spurs,"$1,809,840"
292,"Keith Bogans, SG",New Jersey Nets,"$1,728,000"
293,"Nikola Vucevic, C",Philadelphia 76ers,"$1,719,480"
294,"Kevin Seraphin, C",Washington Wizards,"$1,680,360"
295,"Donte Greene, SF",Sacramento Kings,"$1,679,914"
296,"Renaldo Balkman, SF",New York Knicks,"$1,675,000"
297,"Ty Lawson, G",Denver Nuggets,"$1,654,440"
298,"Eric Bledsoe, SG",LA Clippers,"$1,596,360"
299,"Jeff Teague, PG",Atlanta Hawks,"$1,579,920"
300,"Sebastian Telfair, PG",Phoenix Suns,"$1,567,500"
301,"Gustavo Ayon, PF",New Orleans Hornets,"$1,567,500"
302,"Iman Shumpert, G",New York Knicks,"$1,563,120"
303,"George Hill, PG",Indiana Pacers,"$1,540,493"
304,"Avery Bradley, PG",Boston Celtics,"$1,524,480"
305,"Eric Maynor, PG",Oklahoma City Thunder,"$1,516,680"
306,"Greg Oden, C",Miami Heat,"$1,500,000"
307,"Jeff Ayres, F",Indiana Pacers,"$1,500,000"
308,"Gary Forbes, F",Toronto Raptors,"$1,500,000"
309,"James Jones, SG",Miami Heat,"$1,500,000"
310,"Chris Singleton, SF",Washington Wizards,"$1,485,000"
311,"Alexis Ajinca, C",LA Clippers,"$1,467,840"
312,"Darren Collison, PG",Indiana Pacers,"$1,455,960"
313,"Elliot Williams, SG",Portland Trail Blazers,"$1,442,880"
314,"Tobias Harris, F",Milwaukee Bucks,"$1,418,160"
315,"Craig Brackins, PF",Philadelphia 76ers,"$1,404,960"
316,"James Anderson, SG",San Antonio Spurs,"$1,402,540"
317,"Zydrunas Ilgauskas, C",Miami Heat,"$1,399,507"
318,"Eddie House, SG",Miami Heat,"$1,399,507"
319,"Nolan Smith, PG",Portland Trail Blazers,"$1,365,720"
320,"Jamaal Tinsley, PG",Utah Jazz,"$1,352,181"
321,"Kurt Thomas, PF",Portland Trail Blazers,"$1,352,181"
322,"Shaquille O'Neal, C",Boston Celtics,"$1,352,181"
323,"Roko-Leni Ukic, PG",Milwaukee Bucks,"$1,350,000"
324,"Omri Casspi, F",Cleveland Cavaliers,"$1,341,960"
325,"Hamed Ehaddadi, C",Memphis Grizzlies,"$1,300,000"
326,"Trevor Booker, F",Washington Wizards,"$1,294,920"
327,"Byron Mullens, C",Charlotte Bobcats,"$1,288,200"
328,"Serge Ibaka, F",Oklahoma City Thunder,"$1,288,200"
329,"Kenneth Faried, F",Denver Nuggets,"$1,254,720"
330,"Damion James, SF",New Jersey Nets,"$1,243,080"
331,"Rodrigue Beaubois, PG",Dallas Mavericks,"$1,236,720"
332,"Brian Cook, PF",Washington Wizards,"$1,223,166"
333,"Royal Ivey, PG",Oklahoma City Thunder,"$1,200,000"
334,"Taj Gibson, F",Chicago Bulls,"$1,195,680"
335,"Dominique Jones, SG",Dallas Mavericks,"$1,193,280"
336,"Sam Young, SF",Philadelphia 76ers,"$1,184,750"
337,"Earl Clark, SF",Orlando Magic,"$1,160,000"
338,"Reggie Jackson, PG",Oklahoma City Thunder,"$1,156,320"
339,"Wayne Ellington, SG",Minnesota Timberwolves,"$1,154,040"
340,"Quincy Pondexter, F",Memphis Grizzlies,"$1,153,800"
341,"Toney Douglas, PG",New York Knicks,"$1,145,640"
342,"Jordan Hamilton, SG",Denver Nuggets,"$1,121,520"
343,"Jordan Crawford, G",Washington Wizards,"$1,120,440"
344,"Greivis Vasquez, PG",New Orleans Hornets,"$1,113,600"
345,"Stephen Graham, SF",Milwaukee Bucks,"$1,106,941"
346,"Joey Graham, SF",Cleveland Cavaliers,"$1,106,941"
347,"Daniel Orton, C",Orlando Magic,"$1,105,560"
348,"Christian Eyenga, SF",Los Angeles Lakers,"$1,097,520"
349,"Lazar Hayward, SF",Oklahoma City Thunder,"$1,097,520"
350,"Cory Joseph, PG",San Antonio Spurs,"$1,074,720"
351,"Alando Tucker, SF",Minnesota Timberwolves,"$1,071,720"
352,"Von Wafer, SG",Orlando Magic,"$1,069,509"
353,"MarShon Brooks, G",New Jersey Nets,"$1,063,865"
354,"Stephen Jackson, SF",San Antonio Spurs,"$1,059,750"
355,"DeJuan Blair, C",San Antonio Spurs,"$1,054,000"
356,"JaJuan Johnson, PF",Boston Celtics,"$1,042,320"
357,"Quinton Ross, SF",Brooklyn Nets,"$1,033,342"
358,"Jawad Williams, SF",Cleveland Cavaliers,"$1,029,389"
359,"Earl Barron, C",Golden State Warriors,"$1,027,424"
360,"Jimmy Butler, SF",Chicago Bulls,"$1,020,960"
361,"Jon Brockman, PF",Milwaukee Bucks,"$1,000,000"
362,"Jeremy Pargo, PG",Memphis Grizzlies,"$1,000,000"
363,"Shavlik Randolph, PF",Denver Nuggets,"$992,680"
364,"Ian Mahinmi, C",Dallas Mavericks,"$915,852"
365,"John Lucas III, PG",Chicago Bulls,"$915,852"
366,"Brandan Wright, F",Dallas Mavericks,"$915,852"
367,"Henry Walker, SF",New York Knicks,"$885,120"
368,"DeMarre Carroll, F",Utah Jazz,"$885,120"
369,"Alexander Johnson, SF",Miami Heat,"$885,120"
370,"Pops Mensah-Bonsu, PF",Denver Nuggets,"$885,120"
371,"Salim Stoudamire, SG",Atlanta Hawks,"$884,881"
372,"Patrick Ewing Jr., SF",New Orleans Pelicans,"$884,293"
373,"Quincy Douby, SG",Sacramento Kings,"$855,189"
374,"Marcus Haislip, F",San Antonio Spurs,"$855,189"
375,"Mouhamed Sene, C",New York Knicks,"$855,189"
376,"Anthony Roberson, SG",Chicago Bulls,"$855,189"
377,"Tarence Kinsey, SG",Golden State Warriors,"$855,189"
378,"Javaris Crittenton, PG",Washington Wizards,"$854,389"
379,"Jannero Pargo, PG",Atlanta Hawks,"$854,389"
380,"Darius Miles, SF",Memphis Grizzlies,"$854,389"
381,"Kyle Weaver, SG",Memphis Grizzlies,"$854,389"
382,"Derrick Byars, SF",San Antonio Spurs,"$854,389"
383,"Luke Jackson, SF",Miami Heat,"$854,389"
384,"Josh Davis, SF",Memphis Grizzlies,"$854,389"
385,"Kenny Thomas, PF",Sacramento Kings,"$854,389"
386,"Jodie Meeks, G",Philadelphia 76ers,"$854,389"
387,"Mickael Pietrus, SF",Boston Celtics,"$854,389"
388,"Jamaal Magloire, C",Toronto Raptors,"$854,389"
389,"Melvin Ely, C",Washington Wizards,"$854,389"
390,"Maurice Evans, SG",Washington Wizards,"$854,389"
391,"Hassan Whiteside, C",Sacramento Kings,"$854,389"
392,"Dominic McGuire, PF",Golden State Warriors,"$854,389"
393,"Mike Harris, SF",Utah Jazz,"$854,389"
394,"Dwayne Jones II, PF",Utah Jazz,"$854,389"
395,"Derrick Brown, SF",Charlotte Bobcats,"$854,389"
396,"Malik Hairston, SG",San Antonio Spurs,"$854,389"
397,"Tracy McGrady, SG",Atlanta Hawks,"$854,389"
398,"Trey Johnson, SG",New Orleans Hornets,"$854,389"
399,"Antoine Wright, SF",Sacramento Kings,"$854,389"
400,"Sean May, C",Sacramento Kings,"$854,389"
401,"Luther Head, PG",Sacramento Kings,"$854,389"
402,"Reggie Evans, C",LA Clippers,"$854,389"
403,"Roger Mason Jr., SG",Washington Wizards,"$854,389"
404,"Coby Karl, PG",Denver Nuggets,"$854,389"
405,"Craig Smith, PF",Portland Trail Blazers,"$854,389"
406,"Fabricio Oberto, C",Portland Trail Blazers,"$854,389"
407,"Sasha Pavlovic, SG",Boston Celtics,"$854,389"
408,"Jared Jeffries, PF",New York Knicks,"$854,389"
409,"A.J. Price, PG",Indiana Pacers,"$854,389"
410,"Ronnie Price, PG",Phoenix Suns,"$854,389"
411,"Danny Green, F",San Antonio Spurs,"$854,389"
412,"Sonny Weems, SG",Philadelphia 76ers,"$854,389"
413,"Francisco Elson, C",Philadelphia 76ers,"$854,389"
414,"Tony Battie, C",Philadelphia 76ers,"$854,389"
415,"Willie Green, SG",Atlanta Hawks,"$854,389"
416,"Larry Hughes, SG",Orlando Magic,"$854,389"
417,"Malik Allen, PF",Orlando Magic,"$854,389"
418,"DaJuan Summers, SF",New Orleans Hornets,"$854,389"
419,"Didier Ilunga-Mbenga, C",New York Knicks,"$854,389"
420,"Baron Davis, PG",New York Knicks,"$854,389"
421,"Mike Bibby, PG",New York Knicks,"$854,389"
422,"Chase Budinger, SF",Houston Rockets,"$854,389"
423,"Jason Collins, C",Atlanta Hawks,"$854,389"
424,"Jerry Stackhouse, SF",Atlanta Hawks,"$854,389"
425,"Shelden Williams, C",New Jersey Nets,"$854,389"
426,"Maurice Ager, SF",Minnesota Timberwolves,"$854,389"
427,"Rasual Butler, SF",Toronto Raptors,"$854,389"
428,"Steve Novak, SF",New York Knicks,"$854,389"
429,"Marquis Daniels, SG",Boston Celtics,"$854,389"
430,"Josh Powell, PF",Milwaukee Bucks,"$854,389"
431,"Juwan Howard, PF",Miami Heat,"$854,389"
