#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
29,Jimmy Butler,MIA,58,33.8,19.9,5.9,13.1,45.5,0.5,2.1,24.4,7.6,9.1,83.4,1.8,4.8,6.7,6.0,1.8,0.6,2.2,24.2
30,Nikola Jokić,DEN,73,32.0,19.9,7.7,14.7,52.8,1.1,3.5,31.4,3.4,4.1,81.7,2.3,7.5,9.7,7.0,1.2,0.6,3.1,27.7
31,T.J. Warren,IND,67,32.9,19.8,8.0,14.9,53.6,1.4,3.4,40.3,2.5,3.0,81.9,1.0,3.2,4.2,1.5,1.2,0.5,1.3,18.4
32,Tobias Harris,PHI,72,34.3,19.6,7.7,16.3,47.1,1.8,5.0,36.7,2.4,3.0,80.6,1.0,5.9,6.9,3.2,0.7,0.6,1.4,20.3
33,Nikola Vučević,ORL,62,32.2,19.6,8.0,16.7,47.7,1.6,4.7,33.9,2.1,2.7,78.4,2.3,8.6,10.9,3.6,0.9,0.8,1.4,25.0
34,Julius Randle,NYK,64,32.5,19.5,7.2,15.7,46.0,1.0,3.6,27.7,4.0,5.5,73.3,2.4,7.4,9.7,3.1,0.8,0.3,3.0,20.5
35,Kyle Lowry,TOR,58,36.2,19.4,5.8,13.8,41.6,2.8,8.0,35.2,5.1,5.9,85.7,0.6,4.5,5.0,7.5,1.4,0.4,3.1,21.8
36,Buddy Hield,SAC,72,30.8,19.2,6.9,16.1,42.9,3.8,9.6,39.4,1.6,1.9,84.6,0.8,3.8,4.6,3.0,0.9,0.2,2.3,16.0
37,Jrue Holiday,NOP,61,34.7,19.1,7.5,16.5,45.5,2.0,5.7,35.3,2.1,3.0,70.9,1.3,3.5,4.8,6.7,1.6,0.8,3.0,20.2
38,Shai Gilgeous-Alexander,OKC,70,34.7,19.0,6.8,14.5,47.1,1.2,3.6,34.7,4.1,5.1,80.7,0.7,5.2,5.9,3.3,1.1,0.7,1.9,19.4
39,Dennis Schröder,OKC,65,30.8,18.9,7.0,14.8,46.9,1.9,5.0,38.5,3.0,3.6,83.9,0.3,3.3,3.6,4.0,0.7,0.2,2.6,16.5
40,LaMarcus Aldridge,SAS,53,33.1,18.9,7.4,15.0,49.3,1.2,3.0,38.9,3.0,3.6,82.7,1.9,5.5,7.4,2.4,0.7,1.6,1.4,21.4
41,Danilo Gallinari,OKC,62,29.6,18.7,5.8,13.2,43.8,2.9,7.1,40.5,4.3,4.8,89.3,0.5,4.6,5.2,1.9,0.7,0.1,1.2,17.4
42,Kelly Oubre Jr.,PHX,56,34.5,18.7,6.7,14.8,45.2,1.9,5.5,35.2,3.4,4.4,78.0,1.2,5.3,6.4,1.5,1.3,0.7,1.5,18.1
43,Montrezl Harrell,LAC,63,27.8,18.6,7.5,12.9,58.0,0.0,0.3,0.0,3.7,5.6,65.8,2.6,4.5,7.1,1.7,0.6,1.1,1.7,20.1
44,Domantas Sabonis,IND,62,34.8,18.5,7.4,13.7,54.0,0.3,1.1,25.4,3.5,4.8,72.3,3.0,9.4,12.4,5.0,0.8,0.5,2.7,26.8
44,Evan Fournier,ORL,66,31.5,18.5,6.6,14.1,46.7,2.6,6.6,39.9,2.7,3.3,81.8,0.3,2.3,2.6,3.2,1.1,0.2,1.9,15.6
46,Jamal Murray,DEN,59,32.3,18.5,6.9,15.2,45.6,1.9,5.5,34.6,2.8,3.1,88.1,0.8,3.2,4.0,4.8,1.1,0.3,2.2,18.0
47,Lou Williams,LAC,65,28.7,18.2,6.0,14.4,41.8,1.7,4.8,35.2,4.5,5.2,86.1,0.5,2.6,3.1,5.6,0.7,0.2,2.8,15.9
48,Devonte' Graham,CHA,63,35.1,18.2,5.8,15.3,38.2,3.5,9.3,37.3,3.0,3.7,82.0,0.7,2.7,3.4,7.5,1.0,0.2,2.9,17.3
49,Derrick Rose,DET,50,26.0,18.1,7.4,15.1,49.0,0.9,2.9,30.6,2.4,2.8,87.1,0.5,1.9,2.4,5.6,0.8,0.3,2.5,16.6
50,Terry Rozier,CHA,63,34.4,18.0,6.3,14.9,42.3,2.7,6.7,40.7,2.6,3.0,87.4,0.8,3.6,4.4,4.1,1.0,0.2,2.2,16.4
51,Ja Morant,MEM,67,31.0,17.8,6.7,14.0,47.7,0.9,2.7,33.5,3.6,4.6,77.6,0.8,3.1,3.9,7.3,0.9,0.3,3.3,18.5
52,Andre Drummond,CLE,57,32.9,17.7,7.3,13.8,53.3,0.1,0.6,14.3,3.0,5.2,57.5,4.4,10.8,15.2,2.7,1.9,1.6,3.6,26.9
53,Fred VanVleet,TOR,54,35.7,17.6,5.9,14.3,41.3,2.7,6.9,39.0,3.1,3.7,84.8,0.3,3.4,3.8,6.6,1.9,0.3,2.2,19.0
54,Kevin Love,CLE,56,31.8,17.6,5.8,13.0,45.0,2.6,7.0,37.4,3.3,3.9,85.4,1.0,8.8,9.8,3.2,0.6,0.3,2.5,21.3
55,Chris Paul,OKC,70,31.5,17.6,6.2,12.7,48.9,1.6,4.3,36.5,3.6,4.0,90.7,0.4,4.6,5.0,6.7,1.6,0.2,2.3,21.9
56,Gordon Hayward,BOS,52,33.5,17.5,6.7,13.5,50.0,1.6,4.3,38.3,2.4,2.8,85.5,1.1,5.6,6.7,4.1,0.7,0.4,1.8,20.4
57,Jaren Jackson Jr.,MEM,57,28.5,17.4,6.2,13.2,46.9,2.5,6.5,39.4,2.4,3.3,74.7,1.0,3.6,4.6,1.4,0.7,1.6,1.7,16.1
58,Marcus Morris Sr.,LAC,62,31.2,16.7,5.7,13.1,43.8,2.3,5.6,40.8,2.9,3.5,82.3,1.0,4.1,5.0,1.4,0.8,0.5,1.6,14.8
59,Malcolm Brogdon,IND,54,30.9,16.5,6.0,13.8,43.8,1.4,4.3,32.6,3.1,3.4,89.2,0.9,4.0,4.9,7.1,0.6,0.2,2.4,18.7
60,Ben Simmons,PHI,57,35.4,16.4,6.6,11.4,58.0,0.0,0.1,28.6,3.2,5.2,62.1,2.0,5.8,7.8,8.0,2.1,0.6,3.5,24.6
61,Dillon Brooks,MEM,73,28.9,16.2,6.0,14.6,40.7,2.0,5.6,35.8,2.2,2.8,80.8,0.9,2.4,3.3,2.1,0.9,0.4,1.7,11.9
62,Goran Dragic,MIA,59,28.2,16.2,5.4,12.3,44.1,2.1,5.7,36.7,3.2,4.2,77.6,0.5,2.7,3.2,5.1,0.7,0.2,2.4,15.0
63,Norman Powell,TOR,52,28.4,16.0,5.7,11.5,49.5,2.1,5.3,39.9,2.5,2.9,84.3,0.5,3.2,3.7,1.8,1.2,0.4,1.5,15.2
64,Bam Adebayo,MIA,72,33.6,15.9,6.1,11.0,55.7,0.0,0.2,14.3,3.7,5.3,69.1,2.4,7.8,10.2,5.1,1.1,1.3,2.8,24.3
65,Tim Hardaway Jr.,DAL,71,29.5,15.8,5.4,12.5,43.4,2.9,7.2,39.8,2.1,2.6,81.9,0.4,2.9,3.3,1.9,0.6,0.1,1.0,13.2
66,Hassan Whiteside,POR,67,30.0,15.5,6.5,10.5,62.1,0.1,0.1,57.1,2.4,3.6,68.6,3.9,9.7,13.5,1.2,0.4,2.9,1.8,26.6
67,Davis Bertans,WAS,54,29.3,15.4,4.9,11.3,43.4,3.7,8.7,42.4,1.9,2.3,85.2,0.6,3.9,4.5,1.7,0.7,0.6,1.1,15.2
68,Carmelo Anthony,POR,58,32.8,15.4,5.8,13.5,43.0,1.5,3.9,38.5,2.3,2.8,84.5,1.2,5.1,6.3,1.5,0.8,0.5,1.7,14.7
69,Serge Ibaka,TOR,55,27.0,15.4,6.2,12.2,51.2,1.3,3.3,38.5,1.6,2.3,71.8,2.1,6.1,8.2,1.4,0.5,0.8,2.0,17.8
70,Kendrick Nunn,MIA,67,29.3,15.3,6.0,13.6,43.9,2.0,5.8,35.0,1.3,1.5,85.0,0.3,2.4,2.7,3.3,0.8,0.2,1.7,12.7
71,JJ Redick,NOP,60,26.4,15.3,4.8,10.5,45.3,3.0,6.6,45.3,2.8,3.1,89.2,0.2,2.4,2.5,2.0,0.3,0.2,1.3,13.0
72,Jordan Clarkson,UTA,71,24.0,15.2,5.5,12.2,45.4,2.1,5.8,36.8,1.9,2.3,83.6,0.7,1.9,2.6,1.9,0.6,0.2,1.4,12.2
73,Bogdan Bogdanović,SAC,61,29.0,15.1,5.5,12.6,44.0,2.7,7.2,37.2,1.4,1.9,74.1,0.4,3.0,3.4,3.4,1.0,0.2,1.7,14.0
74,Rudy Gobert,UTA,68,34.3,15.1,5.7,8.2,69.3,0.0,0.0,0.0,3.7,5.9,63.0,3.4,10.1,13.5,1.5,0.8,2.0,1.9,26.2
75,Will Barton,DEN,58,33.0,15.1,5.7,12.7,45.0,1.9,5.0,37.5,1.8,2.3,76.7,1.3,5.0,6.3,3.7,1.1,0.5,1.5,17.5
76,Alec Burks,PHI,66,26.6,15.0,4.9,11.6,41.8,1.8,4.6,38.5,3.6,4.0,88.7,0.7,3.5,4.3,2.9,0.9,0.3,1.4,14.8
77,Eric Bledsoe,MIL,61,27.0,14.9,5.5,11.5,47.5,1.2,3.5,34.4,2.8,3.5,79.0,0.7,3.9,4.6,5.4,0.9,0.4,2.4,17.1
78,Jonas Valančiūnas,MEM,70,26.4,14.9,6.2,10.6,58.5,0.5,1.3,35.2,2.1,2.9,74.0,3.0,8.2,11.3,1.9,0.4,1.1,1.8,22.6
79,Lauri Markkanen,CHI,50,29.8,14.7,5.0,11.8,42.5,2.2,6.3,34.4,2.5,3.1,82.4,1.2,5.1,6.3,1.5,0.8,0.5,1.6,14.8
80,Terrence Ross,ORL,69,27.4,14.7,4.9,12.3,40.3,2.6,7.3,35.1,2.3,2.7,85.3,0.2,3.0,3.2,1.2,1.1,0.3,1.0,11.9
81,Harrison Barnes,SAC,72,34.5,14.5,5.1,11.0,46.0,1.4,3.7,38.1,3.0,3.7,80.1,1.1,3.9,4.9,2.2,0.6,0.2,1.2,14.5
82,Joe Harris,BKN,69,30.8,14.5,5.5,11.4,48.6,2.5,5.9,42.4,0.9,1.3,71.9,0.9,3.4,4.3,2.1,0.6,0.2,1.5,14.0
83,Aaron Gordon,ORL,62,32.5,14.4,5.4,12.4,43.7,1.2,3.8,30.8,2.4,3.6,67.4,1.7,5.9,7.7,3.7,0.8,0.6,1.6,17.5
84,RJ Barrett,NYK,56,30.4,14.3,5.2,13.0,40.2,1.1,3.5,32.0,2.8,4.5,61.4,0.9,4.1,5.0,2.6,1.0,0.3,2.2,11.4
85,Eric Paschall,GSW,60,27.6,14.0,5.3,10.7,49.7,0.6,2.2,28.7,2.7,3.5,77.4,1.4,3.2,4.6,2.1,0.5,0.2,1.6,13.7
86,Josh Richardson,PHI,55,30.8,13.7,5.1,11.7,43.0,1.5,4.5,34.1,2.1,2.6,80.9,0.7,2.4,3.2,2.9,0.9,0.7,1.9,12.4
87,Tyler Herro,MIA,55,27.4,13.5,4.9,11.5,42.8,2.1,5.4,38.9,1.6,1.8,87.0,0.3,3.8,4.1,2.2,0.6,0.2,1.6,12.2
88,Duncan Robinson,MIA,73,29.7,13.5,4.4,9.4,47.0,3.7,8.3,44.6,0.9,1.0,93.1,0.1,3.0,3.2,1.4,0.5,0.3,1.0,12.8
89,Coby White,CHI,65,25.8,13.2,4.8,12.2,39.4,2.0,5.8,35.4,1.6,2.0,79.1,0.4,3.1,3.5,2.7,0.8,0.1,1.7,10.8
90,Christian Wood,DET,62,21.4,13.1,4.6,8.2,56.7,0.9,2.3,38.6,2.9,3.9,74.4,1.7,4.6,6.3,1.0,0.5,0.9,1.4,15.8
91,Ricky Rubio,PHX,65,31.0,13.0,4.4,10.6,41.5,1.2,3.3,36.1,3.0,3.5,86.3,0.7,4.0,4.7,8.8,1.4,0.2,2.7,18.7
92,Miles Bridges,CHA,65,30.7,13.0,4.9,11.6,42.4,1.5,4.6,33.0,1.6,2.0,80.9,1.4,4.2,5.6,1.8,0.6,0.7,1.5,13.1
93,Marcus Smart,BOS,60,32.0,12.9,4.3,11.4,37.5,2.3,6.6,34.7,2.1,2.5,83.6,0.7,3.1,3.8,4.9,1.7,0.5,1.7,14.5
94,Kyle Kuzma,LAL,61,25.0,12.8,4.8,11.0,43.6,1.4,4.5,31.6,1.9,2.5,73.5,0.9,3.6,4.5,1.3,0.5,0.4,1.5,11.1
95,Damion Lee,GSW,49,29.0,12.7,4.3,10.4,41.7,1.7,4.9,35.6,2.2,2.6,87.3,0.7,4.2,4.9,2.7,1.0,0.1,1.4,13.6
96,Robert Covington,HOU,70,30.5,12.4,4.4,10.3,42.2,2.3,6.9,33.5,1.4,1.8,79.8,0.9,5.7,6.6,1.3,1.6,1.3,1.5,15.5
97,Seth Curry,DAL,64,24.6,12.4,4.4,9.0,49.5,2.3,5.0,45.2,1.3,1.5,82.5,0.4,1.8,2.3,1.9,0.6,0.1,1.0,11.6
98,De'Andre Hunter,ATL,63,32.0,12.3,4.4,10.8,41.0,1.7,4.8,35.5,1.7,2.3,76.4,0.7,3.8,4.5,1.8,0.7,0.3,1.6,11.1
99,Darius Garland,CLE,59,30.9,12.3,4.7,11.8,40.1,1.8,5.0,35.5,1.1,1.2,87.5,0.5,1.4,1.9,3.9,0.7,0.1,2.6,9.1
100,P.J. Washington,CHA,58,30.3,12.2,4.6,10.2,45.5,1.5,4.0,37.4,1.5,2.3,64.7,1.0,4.4,5.4,2.1,0.9,0.8,1.6,13.5
101,Kevin Huerter,ATL,56,31.4,12.2,4.5,10.9,41.3,2.3,6.0,38.0,0.9,1.1,82.8,0.6,3.4,4.1,3.8,0.9,0.5,1.6,13.3
102,Markelle Fultz,ORL,72,27.7,12.1,5.0,10.7,46.5,0.5,1.9,26.7,1.6,2.2,73.0,0.6,2.7,3.3,5.1,1.3,0.2,2.0,13.5
103,Myles Turner,IND,62,29.5,12.1,4.3,9.5,45.7,1.4,4.0,34.4,2.0,2.7,75.1,1.4,5.2,6.6,1.2,0.7,2.1,1.4,15.5
104,Taurean Prince,BKN,64,29.0,12.1,4.3,11.5,37.6,2.3,6.7,33.9,1.1,1.4,79.8,0.8,5.2,6.0,1.8,0.9,0.4,2.0,11.7
105,Brandon Clarke,MEM,58,22.4,12.1,5.1,8.3,61.8,0.4,1.1,35.9,1.5,1.9,75.9,1.6,4.4,5.9,1.4,0.6,0.8,0.9,16.2
106,Tristan Thompson,CLE,57,30.2,12.0,5.1,9.9,51.2,0.2,0.4,39.1,1.7,2.8,61.5,4.0,6.2,10.1,2.1,0.6,0.9,1.8,18.0
107,Jerami Grant,DEN,71,26.6,12.0,4.3,8.9,47.8,1.4,3.5,38.9,2.1,2.8,75.0,0.8,2.7,3.5,1.2,0.7,0.8,0.9,12.0
108,Brook Lopez,MIL,68,26.7,12.0,4.3,9.9,43.5,1.5,4.8,31.4,1.9,2.2,83.6,0.9,3.7,4.6,1.5,0.7,2.4,1.0,14.1
109,Al Horford,PHI,67,30.2,11.9,4.8,10.6,45.0,1.5,4.2,35.0,0.9,1.2,76.3,1.5,5.3,6.8,4.0,0.8,0.9,1.2,17.1
110,Lonzo Ball,NOP,63,32.1,11.8,4.4,10.9,40.3,2.3,6.3,37.5,0.7,1.2,56.6,1.1,5.0,6.1,7.0,1.4,0.6,3.1,16.8
111,Glenn Robinson III,PHI,62,28.8,11.7,4.6,9.5,48.6,1.2,3.2,39.1,1.2,1.4,86.0,1.3,3.0,4.4,1.5,0.9,0.3,0.9,12.8
112,Patty Mills,SAS,66,22.5,11.6,3.9,9.1,43.1,2.3,6.1,38.2,1.5,1.7,86.6,0.3,1.3,1.6,1.8,0.8,0.1,0.8,9.7
113,Nemanja Bjelica,SAC,72,27.9,11.5,4.4,9.1,48.1,1.9,4.4,41.9,1.0,1.2,82.1,1.5,4.8,6.4,2.8,0.9,0.6,1.4,15.8
114,Derrick White,SAS,68,24.7,11.3,3.7,8.1,45.8,1.2,3.2,36.6,2.6,3.1,85.3,0.5,2.8,3.3,3.5,0.6,0.9,1.3,13.4
115,Bryn Forbes,SAS,63,25.1,11.2,3.8,9.2,41.7,2.3,6.0,38.8,1.2,1.4,83.3,0.2,1.8,2.0,1.7,0.5,0.0,0.9,8.9
116,Malik Beasley,MIN,55,22.0,11.2,4.1,9.7,42.5,1.9,5.0,38.8,1.0,1.2,81.8,0.3,2.4,2.7,1.4,0.7,0.1,1.0,9.3
117,Jarrett Allen,BKN,70,26.5,11.1,4.3,6.6,64.9,0.0,0.1,0.0,2.4,3.9,63.3,3.1,6.5,9.6,1.6,0.6,1.3,1.1,19.3
118,Cody Zeller,CHA,58,23.1,11.1,4.3,8.3,52.4,0.3,1.3,24.0,2.1,3.1,68.2,2.8,4.3,7.1,1.5,0.7,0.4,1.3,14.6
119,Cedi Osman,CLE,65,29.4,11.0,4.1,9.4,43.7,1.9,4.9,38.3,1.0,1.4,67.0,0.6,3.0,3.6,2.4,0.8,0.2,1.4,10.9
120,Dejounte Murray,SAS,66,25.6,10.9,4.5,9.7,46.2,0.6,1.7,36.9,1.4,1.7,79.8,1.0,4.8,5.8,4.1,1.7,0.3,1.9,15.3
121,Ish Smith,WAS,68,26.3,10.9,4.5,10.1,44.7,0.9,2.5,36.7,0.9,1.3,72.1,0.4,2.8,3.2,4.9,0.9,0.4,1.4,13.0
122,Jeff Teague,ATL,59,24.8,10.9,3.6,8.3,43.6,0.7,2.0,36.8,2.9,3.3,87.3,0.5,1.9,2.4,5.2,0.7,0.3,2.0,12.5
123,Steven Adams,OKC,63,26.7,10.9,4.5,7.6,59.2,0.0,0.0,33.3,1.9,3.2,58.2,3.3,6.0,9.3,2.3,0.8,1.1,1.5,18.4
124,Rudy Gay,SAS,67,21.8,10.8,4.0,8.9,44.6,1.1,3.3,33.6,1.8,2.0,88.2,0.9,4.5,5.4,1.7,0.5,0.5,1.3,12.5
125,Dario Šarić,PHX,66,24.7,10.7,3.9,8.2,47.6,1.3,3.6,35.7,1.6,1.9,84.4,1.5,4.6,6.2,1.9,0.6,0.2,1.3,13.6
126,OG Anunoby,TOR,69,29.9,10.6,4.1,8.2,50.5,1.3,3.3,39.0,1.0,1.5,70.6,1.2,4.1,5.3,1.6,1.4,0.7,1.1,13.9
127,Jae Crowder,MIA,65,28.8,10.5,3.5,8.7,40.1,2.1,6.1,34.3,1.5,1.9,77.6,0.8,5.1,5.9,2.5,1.1,0.4,1.1,13.7
128,Cam Reddish,ATL,58,26.7,10.5,3.7,9.6,38.4,1.4,4.3,33.2,1.7,2.2,80.2,0.6,3.1,3.7,1.5,1.1,0.5,1.7,9.3
129,D.J. Augustin,ORL,57,24.9,10.5,3.2,8.1,39.9,1.2,3.5,34.8,2.8,3.2,89.0,0.4,1.8,2.1,4.6,0.6,0.0,1.5,11.1
130,Danuel House Jr.,HOU,63,30.4,10.5,3.7,8.6,42.7,2.0,5.6,36.3,1.2,1.4,81.1,0.9,3.3,4.2,1.3,1.1,0.5,0.9,11.7
131,Troy Brown Jr.,WAS,69,25.8,10.4,4.0,9.0,43.9,0.9,2.6,34.1,1.6,2.0,78.4,1.1,4.4,5.6,2.6,1.2,0.1,1.1,13.2
132,Gary Harris,DEN,56,31.8,10.4,3.9,9.3,42.0,1.3,3.8,33.3,1.3,1.6,81.5,0.5,2.4,2.9,2.1,1.4,0.3,1.1,10.3
133,Garrett Temple,BKN,62,27.9,10.3,3.6,9.5,37.8,2.0,6.2,32.9,1.1,1.4,80.5,0.5,3.0,3.5,2.5,0.8,0.5,1.0,10.5
134,Shabazz Napier,WAS,56,24.0,10.3,3.4,8.1,41.2,1.4,4.3,31.7,2.3,2.7,82.4,0.5,2.4,2.8,4.7,1.2,0.2,2.3,11.7
135,Thaddeus Young,CHI,64,24.9,10.3,4.2,9.4,44.8,1.2,3.5,35.6,0.7,1.1,58.3,1.5,3.5,4.9,1.8,1.4,0.4,1.6,11.6
136,Doug McDermott,IND,69,19.9,10.3,3.9,7.9,48.8,1.9,4.3,43.5,0.7,0.8,82.8,0.4,2.1,2.5,1.1,0.2,0.1,0.6,9.4
137,Langston Galloway,DET,66,25.8,10.3,3.6,8.2,43.5,2.0,5.0,39.9,1.1,1.3,85.9,0.5,1.8,2.3,1.5,0.7,0.2,0.6,9.5
138,Malik Monk,CHA,55,21.3,10.3,3.9,8.9,43.4,1.1,3.7,28.4,1.5,1.8,82.0,0.5,2.4,2.9,2.1,0.5,0.3,1.4,9.2
139,Bobby Portis,NYK,66,21.1,10.1,4.0,8.9,45.0,1.0,2.8,35.8,1.1,1.4,76.3,1.2,3.9,5.1,1.5,0.5,0.3,1.1,11.1
140,Josh Hart,NOP,65,27.0,10.1,3.5,8.2,42.3,1.9,5.4,34.2,1.3,1.8,73.9,0.9,5.6,6.5,1.7,1.0,0.4,1.2,13.3
141,Larry Nance Jr.,CLE,56,26.3,10.1,4.1,7.7,53.1,1.0,2.8,35.2,0.9,1.3,67.6,1.9,5.4,7.3,2.2,1.0,0.4,1.1,15.9
142,Ben McLemore,HOU,71,22.8,10.1,3.4,7.7,44.4,2.5,6.4,40.0,0.7,0.9,74.6,0.3,1.9,2.2,0.8,0.6,0.2,0.7,8.7
143,Kevin Porter Jr.,CLE,50,23.2,10.0,3.7,8.4,44.2,1.1,3.2,33.5,1.5,2.0,72.3,0.4,2.8,3.2,2.2,0.9,0.3,1.9,9.5
144,Tomas Satoransky,CHI,65,28.9,9.9,3.6,8.5,43.0,1.0,3.1,32.2,1.6,1.9,87.6,1.2,2.7,3.9,5.4,1.2,0.1,2.0,13.5
145,Joe Ingles,UTA,72,29.7,9.8,3.4,7.7,44.5,2.0,4.9,39.9,1.0,1.3,78.7,0.4,3.5,3.9,5.2,0.9,0.2,2.0,13.4
146,Furkan Korkmaz,PHI,72,21.7,9.8,3.4,7.8,43.0,2.0,4.9,40.2,1.1,1.4,75.5,0.3,2.1,2.3,1.1,0.6,0.2,0.8,8.4
147,Mitchell Robinson,NYK,61,23.1,9.7,4.1,5.6,74.2,0.0,0.0,0.0,1.4,2.4,56.8,3.0,4.0,7.0,0.6,0.9,2.0,0.6,17.0
148,Markieff Morris,LAL,58,20.5,9.7,3.5,7.9,44.3,1.5,3.9,38.6,1.1,1.5,77.6,0.7,3.1,3.8,1.3,0.5,0.3,1.3,9.5
149,Dorian Finney-Smith,DAL,71,29.9,9.5,3.4,7.4,46.6,1.6,4.3,37.6,1.1,1.5,72.2,2.0,3.7,5.7,1.6,0.6,0.5,1.0,12.7
